word,label,bound,flag,radical,pinyin
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
骆,B-Per,S,nr,马,luò
向,I-Per,B,nr,口,xiàng
东,E-Per,E,nr,一,dōng
先,B-Gdr,B,n,儿,xiān
生,E-Gdr,E,n,生,shēng
",",O,S,x,UNK,UNK
外,O,B,f,夕,wài
部,O,E,f,阝,bù
监,O,B,n,皿,jiān
事,O,E,n,亅,shì
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
年,O,S,m,干,nián
出,O,B,v,凵,chū
生,O,E,v,生,shēng
",",O,S,x,UNK,UNK
华,B-Sch,B,ns,十,huá
南,I-Sch,E,ns,十,nán
师,I-Sch,B,n,巾,shī
范,I-Sch,M,n,艹,fàn
大,I-Sch,M,n,大,dà
学,E-Sch,E,n,子,xué
经,B-Maj,B,n,纟,jīng
济,I-Maj,M,n,氵,jì
学,E-Maj,E,n,子,xué
硕,O,B,n,石,shuò
士,O,E,n,士,shì
",",O,S,x,UNK,UNK
高,O,B,b,高,gāo
级,O,E,b,纟,jí
经,O,B,n,纟,jīng
济,O,M,n,氵,jì
师,O,E,n,巾,shī
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
年,O,S,m,干,nián
num,O,S,m,UNK,UNK
月,O,S,m,月,yuè
至,O,B,d,至,zhì
今,O,E,d,人,jīn
",",O,S,x,UNK,UNK
任,O,S,r,亻,rèn
平,B-Com,B,a,干,píng
安,I-Com,E,a,宀,ān
银,I-Com,B,n,钅,yín
行,E-Com,E,n,行,háng
外,O,B,f,夕,wài
部,O,E,f,阝,bù
监,O,B,n,皿,jiān
事,O,E,n,亅,shì
