word,label,bound,flag,radical,pinyin
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
郭,B-Per,B,nr,阝,guō
建,E-Per,E,nr,廴,jiàn
先,B-Gdr,B,n,儿,xiān
生,E-Gdr,E,n,生,shēng
",",O,S,x,UNK,UNK
非,O,S,h,非,fēi
执,O,B,v,扌,zhí
行,O,E,v,行,háng
董,O,B,n,艹,dǒng
事,O,E,n,亅,shì
候,O,B,n,亻,hòu
选,O,M,n,辶,xuǎn
人,O,E,n,人,rén
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
年,O,S,m,干,nián
出,O,B,v,凵,chū
生,O,E,v,生,shēng
",",O,S,x,UNK,UNK
成,B-Sch,B,ns,戈,chéng
都,I-Sch,E,ns,阝,dū
电,I-Sch,B,n,田,diàn
讯,I-Sch,E,n,讠,xùn
工,I-Sch,B,n,工,gōng
程,I-Sch,M,n,禾,chéng
学,I-Sch,M,n,子,xué
院,E-Sch,E,n,阝,yuàn
(,O,S,x,UNK,UNK
现,O,S,tg,见,xiàn
电,B-Com,B,n,田,diàn
子,I-Com,M,n,子,zǐ
科,I-Com,M,n,禾,kē
技,I-Com,E,n,扌,jì
大,I-Com,B,n,大,dà
学,E-Com,E,n,子,xué
),O,S,x,UNK,UNK
电,B-Maj,B,n,田,diàn
子,I-Maj,E,n,子,zǐ
物,I-Maj,B,n,牜,wù
理,I-Maj,E,n,王,lǐ
与,I-Maj,S,p,一,yǔ
器,I-Maj,B,n,口,qì
件,I-Maj,E,n,亻,jiàn
专,I-Maj,B,n,一,zhuān
业,E-Maj,E,n,一,yè
硕,O,B,n,石,shuò
士,O,E,n,士,shì
研,O,B,n,石,yán
究,O,M,n,穴,jiū
生,O,E,n,生,shēng
毕,O,B,n,比,bì
