word,label,bound,flag,radical,pinyin
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
罗,B-Per,B,nr,罒,luó
丽,I-Per,M,nr,一,lì
芬,E-Per,E,nr,艹,fēn
:,O,S,x,UNK,UNK
女,S-Gdr,S,b,女,nǚ
",",O,S,x,UNK,UNK
num,B-Bir,B,m,UNK,UNK
num,I-Bir,M,m,UNK,UNK
num,I-Bir,M,m,UNK,UNK
num,I-Bir,E,m,UNK,UNK
年,I-Bir,S,m,干,nián
num,I-Bir,S,m,UNK,UNK
月,E-Bir,S,m,月,yuè
出,O,B,v,凵,chū
生,O,E,v,生,shēng
",",O,S,x,UNK,UNK
中,B-Uni,B,n,丨,zhōng
共,I-Uni,M,n,八,gòng
党,I-Uni,M,n,儿,dǎng
员,E-Uni,E,n,口,yuán
",",O,S,x,UNK,UNK
研,B-Edu,B,n,石,yán
究,I-Edu,M,n,穴,jiū
生,E-Edu,E,n,生,shēng
学,O,B,n,子,xué
历,O,E,n,厂,lì
",",O,S,x,UNK,UNK
经,B-Hon,B,n,纟,jīng
济,I-Hon,M,n,氵,jì
师,I-Hon,E,n,巾,shī
、,I-Hon,S,x,UNK,UNK
会,I-Hon,B,n,人,huì
计,I-Hon,M,n,讠,jì
师,E-Hon,E,n,巾,shī
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
num,B-Time,B,m,UNK,UNK
num,I-Time,M,m,UNK,UNK
num,I-Time,M,m,UNK,UNK
num,I-Time,E,m,UNK,UNK
年,I-Time,S,m,干,nián
num,I-Time,S,m,UNK,UNK
月,I-Time,S,m,月,yuè
起,E-Time,S,v,走,qǐ
在,O,S,p,土,zài
本,B-Com,S,r,木,běn
公,I-Com,B,n,八,gōng
司,I-Com,E,n,口,sī
董,I-Com,B,n,艹,dǒng
事,I-Com,M,n,亅,shì
会,I-Com,E,n,人,huì
办,I-Com,B,n,力,bàn
公,I-Com,M,n,八,gōng
室,E-Com,E,n,宀,shì
工,O,B,vn,工,gōng
作,O,E,vn,亻,zuò
;,O,S,x,UNK,UNK
num,B-Time,B,m,UNK,UNK
num,I-Time,M,m,UNK,UNK
num,I-Time,M,m,UNK,UNK
num,I-Time,E,m,UNK,UNK
年,I-Time,S,m,干,nián
num,I-Time,S,m,UNK,UNK
月,I-Time,S,m,月,yuè
起,E-Time,B,v,走,qǐ
任,O,E,v,亻,rèn
董,B-Zhi,B,n,艹,dǒng
事,I-Zhi,M,n,亅,shì
会,I-Zhi,E,n,人,huì
办,I-Zhi,B,n,力,bàn
公,I-Zhi,M,n,八,gōng
室,I-Zhi,E,n,宀,shì
主,I-Zhi,B,b,丶,zhǔ
任,I-Zhi,E,b,亻,rèn
助,I-Zhi,B,vn,力,zhù
理,E-Zhi,E,vn,王,lǐ
;,O,S,x,UNK,UNK
num,B-Time,B,m,UNK,UNK
num,I-Time,M,m,UNK,UNK
num,I-Time,M,m,UNK,UNK
num,I-Time,E,m,UNK,UNK
年,I-Time,S,m,干,nián
num,I-Time,S,m,UNK,UNK
月,I-Time,S,m,月,yuè
至,I-Time,S,p,至,zhì
num,I-Time,B,m,UNK,UNK
num,I-Time,M,m,UNK,UNK
num,I-Time,M,m,UNK,UNK
num,I-Time,E,m,UNK,UNK
年,I-Time,S,m,干,nián
num,I-Time,S,m,UNK,UNK
月,E-Time,S,m,月,yuè
兼,O,B,v,丷,jiān
任,O,E,v,亻,rèn
机,B-Job,B,n,木,jī
关,I-Job,E,n,丷,guān
党,I-Job,B,j,儿,dǎng
支,I-Job,M,j,支,zhī
部,I-Job,E,j,阝,bù
组,I-Job,B,v,纟,zǔ
织,I-Job,E,v,纟,zhī
委,I-Job,B,n,女,wěi
员,E-Job,E,n,口,yuán
;,O,S,x,UNK,UNK
num,B-Time,B,m,UNK,UNK
num,I-Time,M,m,UNK,UNK
num,I-Time,M,m,UNK,UNK
num,I-Time,E,m,UNK,UNK
年,I-Time,S,m,干,nián
num,I-Time,S,m,UNK,UNK
月,I-Time,S,m,月,yuè
起,E-Time,S,v,走,qǐ
兼,O,B,v,丷,jiān
任,O,E,v,亻,rèn
机,B-Zhi,B,n,木,jī
关,I-Zhi,E,n,丷,guān
工,I-Zhi,B,n,工,gōng
会,I-Zhi,E,n,人,huì
委,I-Zhi,B,n,女,wěi
员,E-Zhi,E,n,口,yuán
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
\,O,S,x,UNK,UNK
r,O,S,x,UNK,UNK
\,O,S,x,UNK,UNK
n,O,S,x,UNK,UNK
LB,O,S,x,UNK,UNK
