word,label,bound,flag,radical,pinyin
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
李,B-Per,B,nr,木,lǐ
伟,E-Per,E,nr,亻,wěi
:,O,S,x,UNK,UNK
男,S-Gdr,S,n,田,nán
",",O,S,x,UNK,UNK
num,B-Bir,B,m,UNK,UNK
num,I-Bir,M,m,UNK,UNK
num,I-Bir,M,m,UNK,UNK
num,I-Bir,E,m,UNK,UNK
年,I-Bir,S,m,干,nián
num,I-Bir,S,m,UNK,UNK
月,E-Bir,S,m,月,yuè
出,O,B,v,凵,chū
生,O,E,v,生,shēng
",",O,S,x,UNK,UNK
东,B-Sch,B,nt,一,dōng
南,I-Sch,M,nt,十,nán
大,I-Sch,M,nt,大,dà
学,E-Sch,E,nt,子,xué
工,B-Maj,B,n,工,gōng
民,I-Maj,M,n,乛,mín
建,I-Maj,E,n,廴,jiàn
专,I-Maj,B,n,一,zhuān
业,E-Maj,E,n,一,yè
本,B-Edu,B,n,木,běn
科,E-Edu,M,n,禾,kē
毕,O,M,n,比,bì
业,O,E,n,一,yè
",",O,S,x,UNK,UNK
学,B-Edu,B,n,子,xué
士,E-Edu,E,n,士,shì
",",O,S,x,UNK,UNK
工,B-Job,B,n,工,gōng
程,I-Job,M,n,禾,chéng
师,E-Job,E,n,巾,shī
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
历,O,B,n,厂,lì
任,O,E,n,亻,rèn
深,B-Com,B,ns,氵,shēn
圳,I-Com,M,ns,土,zhèn
市,I-Com,E,ns,巾,shì
金,I-Com,B,n,金,jīn
众,I-Com,E,n,人,zhòng
(,I-Com,S,x,UNK,UNK
集,I-Com,B,n,隹,jí
团,I-Com,E,n,囗,tuán
),I-Com,S,x,UNK,UNK
股,I-Com,B,n,月,gǔ
份,I-Com,E,n,亻,fèn
有,I-Com,B,n,月,yǒu
限,I-Com,M,n,阝,xiàn
