word,label,bound,flag,radical,pinyin
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
唐,B-Per,B,nr,口,táng
银,I-Per,M,nr,钅,yín
萍,E-Per,E,nr,艹,píng
女,B-Gdr,B,n,女,nǚ
士,E-Gdr,E,n,士,shì
",",O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
年,O,S,m,干,nián
num,O,S,m,UNK,UNK
月,O,S,m,月,yuè
出,O,B,v,凵,chū
生,O,E,v,生,shēng
",",O,S,x,UNK,UNK
大,O,B,n,大,dà
专,O,E,n,一,zhuān
",",O,S,x,UNK,UNK
毕,O,B,n,比,bì
业,O,E,n,一,yè
于,O,S,p,二,yú
华,B-Sch,B,ns,十,huá
南,I-Sch,E,ns,十,nán
师,I-Sch,B,n,巾,shī
范,I-Sch,M,n,艹,fàn
大,I-Sch,M,n,大,dà
学,E-Sch,E,n,子,xué
行,B-Maj,B,n,行,háng
政,I-Maj,E,n,攵,zhèng
管,I-Maj,B,vn,竹,guǎn
理,I-Maj,E,vn,王,lǐ
专,I-Maj,B,n,一,zhuān
业,E-Maj,E,n,一,yè
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
年,O,S,m,干,nián
num,O,S,m,UNK,UNK
月,O,B,n,月,yuè
份,O,E,n,亻,fèn
至,O,B,d,至,zhì
今,O,E,d,人,jīn
任,O,B,n,亻,rèn
本,O,E,n,木,běn
公,O,B,n,八,gōng
司,O,E,n,口,sī
出,O,B,v,凵,chū
纳,O,E,v,纟,nà
",",O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
年,O,S,m,干,nián
num,O,S,m,UNK,UNK
月,O,S,m,月,yuè
任,O,B,n,亻,rèn
本,O,E,n,木,běn
公,O,B,n,八,gōng
司,O,E,n,口,sī
职,O,B,n,耳,zhí
工,O,E,n,工,gōng
监,O,B,n,皿,jiān
事,O,E,n,亅,shì
。,O,S,x,UNK,UNK
LB,O,S,x,UNK,UNK
