word,label,bound,flag,radical,pinyin
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
陈,B-Per,S,nr,阝,chén
金,I-Per,B,ns,金,jīn
海,E-Per,E,ns,氵,hǎi
先,B-Gdr,B,n,儿,xiān
生,E-Gdr,E,n,生,shēng
",",O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
年,O,S,m,干,nián
出,O,B,v,凵,chū
生,O,E,v,生,shēng
",",O,S,x,UNK,UNK
本,O,B,r,木,běn
科,O,E,r,禾,kē
",",O,S,x,UNK,UNK
毕,O,B,n,比,bì
业,O,E,n,一,yè
于,O,S,p,二,yú
杭,B-Sch,B,ns,木,háng
州,I-Sch,E,ns,川,zhōu
电,I-Sch,B,n,田,diàn
子,I-Sch,M,n,子,zǐ
科,I-Sch,M,n,禾,kē
技,I-Sch,E,n,扌,jì
大,I-Sch,B,n,大,dà
学,E-Sch,E,n,子,xué
审,B-Maj,B,n,宀,shěn
计,I-Maj,M,n,讠,jì
学,E-Maj,E,n,子,xué
专,O,B,n,一,zhuān
业,O,E,n,一,yè
",",O,S,x,UNK,UNK
注,O,B,v,氵,zhù
册,O,E,v,丿,cè
会,O,B,n,人,huì
计,O,M,n,讠,jì
师,O,E,n,巾,shī
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
年,O,S,m,干,nián
num,O,B,m,UNK,UNK
num,O,E,m,UNK,UNK
月,O,S,m,月,yuè
至,O,S,p,至,zhì
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
年,O,S,m,干,nián
num,O,B,m,UNK,UNK
num,O,E,m,UNK,UNK
