word,label,bound,flag,radical,pinyin
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
陈,B-Per,B,nr,阝,chén
建,I-Per,M,nr,廴,jiàn
梅,E-Per,E,nr,木,méi
:,O,S,x,UNK,UNK
女,S-Gdr,S,b,女,nǚ
",",O,S,x,UNK,UNK
汉,B-Nat,B,nz,氵,hàn
族,E-Nat,E,nz,方,zú
",",O,S,x,UNK,UNK
num,B-Bir,B,m,UNK,UNK
num,I-Bir,M,m,UNK,UNK
num,I-Bir,M,m,UNK,UNK
num,I-Bir,E,m,UNK,UNK
年,I-Bir,S,m,干,nián
num,I-Bir,B,m,UNK,UNK
num,I-Bir,E,m,UNK,UNK
月,I-Bir,S,m,月,yuè
num,I-Bir,B,m,UNK,UNK
num,I-Bir,E,m,UNK,UNK
日,E-Bir,S,m,日,rì
生,O,S,n,生,shēng
",",O,S,x,UNK,UNK
大,O,B,n,大,dà
学,O,E,n,子,xué
本,B-Edu,B,nz,木,běn
科,E-Edu,M,nz,禾,kē
学,O,M,nz,子,xué
历,O,E,nz,厂,lì
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
num,B-Time,B,m,UNK,UNK
num,I-Time,M,m,UNK,UNK
num,I-Time,M,m,UNK,UNK
num,I-Time,E,m,UNK,UNK
-,I-Time,S,x,UNK,UNK
num,I-Time,B,m,UNK,UNK
num,I-Time,M,m,UNK,UNK
num,I-Time,M,m,UNK,UNK
num,I-Time,E,m,UNK,UNK
年,E-Time,S,m,干,nián
担,O,B,v,扌,dān
任,O,E,v,亻,rèn
南,B-Com,B,nz,十,nán
通,I-Com,E,nz,辶,tōng
同,I-Com,B,f,口,tóng
方,I-Com,E,f,方,fāng
半,I-Com,B,n,十,bàn
导,I-Com,M,n,寸,dǎo
体,I-Com,E,n,亻,tǐ
有,I-Com,B,n,月,yǒu
限,I-Com,M,n,阝,xiàn
公,I-Com,M,n,八,gōng
司,E-Com,E,n,口,sī
(,O,S,x,UNK,UNK
同,O,B,f,口,tóng
方,O,E,f,方,fāng
股,O,B,n,月,gǔ
份,O,E,n,亻,fèn
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
全,O,B,n,入,quán
资,O,E,n,贝,zī
子,O,B,n,子,zǐ
公,O,M,n,八,gōng
司,O,E,n,口,sī
),O,S,x,UNK,UNK
财,B-Job,B,n,贝,cái
务,I-Job,M,n,力,wù
经,I-Job,M,n,纟,jīng
理,E-Job,E,n,王,lǐ
",",O,S,x,UNK,UNK
num,B-Time,B,m,UNK,UNK
num,I-Time,M,m,UNK,UNK
num,I-Time,M,m,UNK,UNK
num,I-Time,E,m,UNK,UNK
-,I-Time,S,x,UNK,UNK
num,I-Time,B,m,UNK,UNK
num,I-Time,M,m,UNK,UNK
num,I-Time,M,m,UNK,UNK
num,I-Time,E,m,UNK,UNK
年,E-Time,S,m,干,nián
担,O,B,v,扌,dān
任,O,E,v,亻,rèn
江,B-Com,B,ns,氵,jiāng
苏,I-Com,E,ns,艹,sū
涌,I-Com,S,v,氵,yǒng
鑫,I-Com,S,nr,金,xīn
集,I-Com,B,n,隹,jí
团,I-Com,E,n,囗,tuán
有,I-Com,B,n,月,yǒu
限,I-Com,M,n,阝,xiàn
公,I-Com,M,n,八,gōng
司,E-Com,E,n,口,sī
地,B-Job,B,n,土,dì
产,I-Job,E,n,亠,chǎn
板,I-Job,B,n,木,bǎn
块,I-Job,E,n,土,kuài
财,I-Job,B,n,贝,cái
务,I-Job,E,n,力,wù
副,I-Job,S,b,刂,fù
总,I-Job,B,n,心,zǒng
监,E-Job,E,n,皿,jiān
",",O,S,x,UNK,UNK
num,B-Time,B,m,UNK,UNK
num,I-Time,M,m,UNK,UNK
num,I-Time,M,m,UNK,UNK
num,I-Time,E,m,UNK,UNK
年,I-Time,S,m,干,nián
至,I-Time,B,d,至,zhì
今,E-Time,E,d,人,jīn
担,O,B,v,扌,dān
任,O,E,v,亻,rèn
南,B-Com,B,nz,十,nán
通,I-Com,E,nz,辶,tōng
燕,I-Com,B,ns,灬,yàn
园,I-Com,E,ns,囗,yuán
智,I-Com,S,nr,日,zhì
财,I-Com,S,n,贝,cái
科,I-Com,B,n,禾,kē
技,I-Com,E,n,扌,jì
有,I-Com,B,n,月,yǒu
限,I-Com,M,n,阝,xiàn
公,I-Com,M,n,八,gōng
司,E-Com,E,n,口,sī
总,B-Job,B,n,心,zǒng
经,I-Job,M,n,纟,jīng
理,E-Job,E,n,王,lǐ
",",O,S,x,UNK,UNK
现,O,B,n,见,xiàn
任,O,E,n,亻,rèn
公,B-Zhi,B,n,八,gōng
司,I-Zhi,E,n,口,sī
财,I-Zhi,B,n,贝,cái
务,I-Zhi,M,n,力,wù
总,I-Zhi,M,n,心,zǒng
监,E-Zhi,E,n,皿,jiān
。,O,S,x,UNK,UNK
LB,O,S,x,UNK,UNK
