word,label,bound,flag,radical,pinyin
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
黄,B-Per,B,nr,黄,huáng
翔,E-Per,E,nr,羽,xiáng
先,B-Gdr,B,n,儿,xiān
生,E-Gdr,E,n,生,shēng
",",O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
年,O,S,m,干,nián
num,O,S,m,UNK,UNK
月,O,S,m,月,yuè
num,O,B,m,UNK,UNK
num,O,E,m,UNK,UNK
日,O,S,m,日,rì
出,O,B,v,凵,chū
生,O,E,v,生,shēng
",",O,S,x,UNK,UNK
研,O,B,n,石,yán
究,O,M,n,穴,jiū
生,O,E,n,生,shēng
学,O,B,n,子,xué
历,O,E,n,厂,lì
",",O,S,x,UNK,UNK
硕,O,B,n,石,shuò
士,O,M,n,士,shì
学,O,M,n,子,xué
位,O,E,n,亻,wèi
",",O,S,x,UNK,UNK
中,O,B,n,丨,zhōng
共,O,M,n,八,gòng
党,O,M,n,儿,dǎng
员,O,E,n,口,yuán
",",O,S,x,UNK,UNK
制,O,B,n,刂,zhì
药,O,E,n,艹,yào
高,O,B,b,高,gāo
级,O,E,b,纟,jí
工,O,B,n,工,gōng
程,O,M,n,禾,chéng
师,O,E,n,巾,shī
职,O,B,n,耳,zhí
称,O,E,n,禾,chēng
",",O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
年,O,S,m,干,nián
num,O,S,m,UNK,UNK
月,O,S,m,月,yuè
至,O,S,p,至,zhì
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
年,O,S,m,干,nián
num,O,B,m,UNK,UNK
num,O,E,m,UNK,UNK
月,O,S,m,月,yuè
