word,label,bound,flag,radical,pinyin
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
周,B-Per,S,nr,口,zhōu
原,E-Per,S,b,厂,yuán
:,O,S,x,UNK,UNK
男,S-Gdr,S,n,田,nán
",",O,S,x,UNK,UNK
num,B-Bir,B,m,UNK,UNK
num,I-Bir,M,m,UNK,UNK
num,I-Bir,M,m,UNK,UNK
num,I-Bir,E,m,UNK,UNK
年,I-Bir,S,m,干,nián
num,I-Bir,S,m,UNK,UNK
月,E-Bir,S,m,月,yuè
出,O,B,v,凵,chū
生,O,E,v,生,shēng
",",O,S,x,UNK,UNK
西,B-Sch,B,ns,覀,xī
北,I-Sch,E,ns,匕,běi
政,I-Sch,B,nt,攵,zhèng
法,I-Sch,M,nt,氵,fǎ
大,I-Sch,M,nt,大,dà
学,E-Sch,E,nt,子,xué
本,B-Edu,B,nz,木,běn
科,E-Edu,M,nz,禾,kē
学,O,M,nz,子,xué
历,O,E,nz,厂,lì
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
历,O,B,n,厂,lì
任,O,E,n,亻,rèn
海,B-Com,B,j,氵,hǎi
航,I-Com,E,j,舟,háng
实,I-Com,B,n,宀,shí
业,I-Com,M,n,一,yè
集,I-Com,M,n,隹,jí
团,I-Com,E,n,囗,tuán
有,I-Com,B,n,月,yǒu
限,I-Com,M,n,阝,xiàn
公,I-Com,M,n,八,gōng
司,E-Com,E,n,口,sī
合,B-Job,B,vn,口,hé
规,I-Job,E,vn,见,guī
管,I-Job,B,n,竹,guǎn
理,I-Job,M,n,王,lǐ
部,I-Job,E,n,阝,bù
合,I-Job,B,vn,口,hé
规,I-Job,E,vn,见,guī
法,I-Job,B,n,氵,fǎ
律,I-Job,E,n,彳,lǜ
中,I-Job,B,n,丨,zhōng
心,I-Job,E,n,心,xīn
经,I-Job,B,n,纟,jīng
理,E-Job,E,n,王,lǐ
",",O,S,x,UNK,UNK
国,B-Com,B,vn,囗,guó
付,I-Com,E,vn,亻,fù
宝,I-Com,S,n,宀,bǎo
信,I-Com,B,n,亻,xìn
息,I-Com,E,n,心,xī
科,I-Com,B,n,禾,kē
技,I-Com,E,n,扌,jì
有,I-Com,B,n,月,yǒu
限,I-Com,M,n,阝,xiàn
公,I-Com,M,n,八,gōng
司,E-Com,E,n,口,sī
风,B-Job,B,n,风,fēng
控,I-Job,M,n,扌,kòng
部,I-Job,E,n,阝,bù
总,I-Job,B,n,心,zǒng
经,I-Job,M,n,纟,jīng
理,E-Job,E,n,王,lǐ
",",O,S,x,UNK,UNK
海,B-Com,B,j,氵,hǎi
航,I-Com,E,j,舟,háng
云,I-Com,B,nt,二,yún
商,I-Com,E,nt,口,shāng
投,I-Com,B,vn,扌,tóu
资,I-Com,E,vn,贝,zī
有,I-Com,B,n,月,yǒu
限,I-Com,M,n,阝,xiàn
公,I-Com,M,n,八,gōng
司,E-Com,E,n,口,sī
风,B-Job,B,n,风,fēng
险,I-Job,E,n,阝,xiǎn
管,I-Job,B,vn,竹,guǎn
控,I-Job,E,vn,扌,kòng
部,I-Job,S,n,阝,bù
总,I-Job,B,n,心,zǒng
经,I-Job,M,n,纟,jīng
理,E-Job,E,n,王,lǐ
、,O,S,x,UNK,UNK
支,B-Job,B,v,支,zhī
付,I-Job,E,v,亻,fù
业,I-Job,B,n,一,yè
务,I-Job,E,n,力,wù
风,I-Job,S,n,风,fēng
控,I-Job,S,v,扌,kòng
总,I-Job,B,n,心,zǒng
监,E-Job,E,n,皿,jiān
",",O,S,x,UNK,UNK
自,O,S,r,自,zì
num,B-Time,B,m,UNK,UNK
num,I-Time,M,m,UNK,UNK
num,I-Time,M,m,UNK,UNK
num,I-Time,E,m,UNK,UNK
年,I-Time,S,m,干,nián
num,I-Time,S,m,UNK,UNK
月,I-Time,S,m,月,yuè
起,E-Time,S,v,走,qǐ
历,O,B,n,厂,lì
任,O,E,n,亻,rèn
公,O,B,n,八,gōng
司,O,E,n,口,sī
副,B-Job,B,n,刂,fù
总,I-Job,M,n,心,zǒng
经,I-Job,M,n,纟,jīng
理,I-Job,E,n,王,lǐ
、,I-Job,S,x,UNK,UNK
副,I-Job,B,n,刂,fù
董,I-Job,M,n,艹,dǒng
事,I-Job,M,n,亅,shì
长,I-Job,E,n,长,cháng
、,I-Job,S,x,UNK,UNK
总,I-Job,B,n,心,zǒng
经,I-Job,M,n,纟,jīng
理,I-Job,E,n,王,lǐ
、,I-Job,S,x,UNK,UNK
法,I-Job,B,n,氵,fǎ
定,I-Job,M,n,宀,dìng
代,I-Job,M,n,亻,dài
表,I-Job,E,n,衣,biǎo
人,E-Job,S,n,人,rén
",",O,S,x,UNK,UNK
现,O,B,n,见,xiàn
任,O,E,n,亻,rèn
公,O,B,n,八,gōng
司,O,E,n,口,sī
副,B-Zhi,B,n,刂,fù
总,I-Zhi,M,n,心,zǒng
经,I-Zhi,M,n,纟,jīng
理,E-Zhi,E,n,王,lǐ
。,O,S,x,UNK,UNK
LB,O,S,x,UNK,UNK
