word,label,bound,flag,radical,pinyin
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
张,B-Per,B,nr,弓,zhāng
卫,I-Per,M,nr,卩,wèi
华,E-Per,E,nr,十,huá
:,O,S,x,UNK,UNK
男,S-Gdr,S,n,田,nán
",",O,S,x,UNK,UNK
num,B-Bir,B,m,UNK,UNK
num,I-Bir,M,m,UNK,UNK
num,I-Bir,M,m,UNK,UNK
num,I-Bir,E,m,UNK,UNK
年,E-Bir,S,m,干,nián
出,O,B,v,凵,chū
生,O,E,v,生,shēng
",",O,S,x,UNK,UNK
中,O,B,ns,丨,zhōng
国,O,E,ns,囗,guó
国,O,B,n,囗,guó
籍,O,E,n,竹,jí
",",O,S,x,UNK,UNK
博,B-Edu,B,n,十,bó
士,E-Edu,E,n,士,shì
研,B-Edu,B,n,石,yán
究,I-Edu,M,n,穴,jiū
生,E-Edu,E,n,生,shēng
学,O,B,n,子,xué
历,O,E,n,厂,lì
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
曾,O,S,d,曰,zēng
任,O,S,v,亻,rèn
西,B-Com,B,ns,覀,xī
南,I-Com,E,ns,十,nán
交,I-Com,B,n,亠,jiāo
通,I-Com,E,n,辶,tōng
大,I-Com,B,n,大,dà
学,E-Com,E,n,子,xué
助,B-Job,B,n,力,zhù
教,I-Job,E,n,攵,jiào
、,I-Job,S,x,UNK,UNK
讲,I-Job,B,n,讠,jiǎng
师,I-Job,E,n,巾,shī
、,I-Job,S,x,UNK,UNK
副,I-Job,B,n,刂,fù
教,I-Job,M,n,攵,jiào
授,E-Job,E,n,扌,shòu
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
现,O,B,n,见,xiàn
任,O,E,n,亻,rèn
本,B-Zhi,S,r,木,běn
公,I-Zhi,B,n,八,gōng
司,I-Zhi,E,n,口,sī
独,I-Zhi,B,v,犭,dú
立,I-Zhi,E,v,立,lì
董,I-Zhi,B,n,艹,dǒng
事,E-Zhi,E,n,亅,shì
、,O,S,x,UNK,UNK
西,B-Com,B,ns,覀,xī
南,I-Com,E,ns,十,nán
交,I-Com,B,n,亠,jiāo
通,I-Com,E,n,辶,tōng
大,I-Com,B,n,大,dà
学,E-Com,E,n,子,xué
首,B-Zhi,B,n,首,shǒu
席,I-Zhi,E,n,巾,xí
教,I-Zhi,B,n,攵,jiào
授,E-Zhi,E,n,扌,shòu
。,O,S,x,UNK,UNK
LB,O,S,x,UNK,UNK
