word,label,bound,flag,radical,pinyin
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
韩,B-Per,B,nr,韦,hán
慧,I-Per,M,nr,心,huì
华,E-Per,E,nr,十,huá
女,B-Gdr,B,n,女,nǚ
士,E-Gdr,E,n,士,shì
",",O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
出,O,B,v,凵,chū
生,O,E,v,生,shēng
",",O,S,x,UNK,UNK
现,O,B,n,见,xiàn
任,O,E,n,亻,rèn
公,O,B,n,八,gōng
司,O,E,n,口,sī
执,O,B,v,扌,zhí
行,O,E,v,行,háng
副,O,B,n,刂,fù
总,O,M,n,心,zǒng
裁,O,E,n,衣,cái
、,O,S,x,UNK,UNK
财,O,B,n,贝,cái
务,O,E,n,力,wù
负,O,B,n,贝,fù
责,O,M,n,贝,zé
人,O,E,n,人,rén
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
韩,O,B,nr,韦,hán
女,B-Gdr,M,nr,女,nǚ
士,E-Gdr,E,nr,士,shì
于,O,S,p,二,yú
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
年,O,S,m,干,nián
毕,O,B,n,比,bì
业,O,E,n,一,yè
于,O,S,p,二,yú
江,B-Sch,B,nt,氵,jiāng
西,I-Sch,M,nt,覀,xī
财,I-Sch,M,nt,贝,cái
经,I-Sch,M,nt,纟,jīng
大,I-Sch,M,nt,大,dà
学,E-Sch,E,nt,子,xué
会,B-Maj,B,n,人,huì
计,I-Maj,M,n,讠,jì
学,E-Maj,E,n,子,xué
专,O,B,n,一,zhuān
业,O,E,n,一,yè
",",O,S,x,UNK,UNK
获,O,S,v,艹,huò
管,B-Maj,B,n,竹,guǎn
理,I-Maj,M,n,王,lǐ
