word,label,bound,flag,radical,pinyin
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
刘,B-Per,B,nr,刂,liú
敏,I-Per,M,nr,攵,mǐn
儿,E-Per,E,nr,儿,ér
",",O,S,x,UNK,UNK
女,S-Gdr,S,b,女,nǚ
",",O,S,x,UNK,UNK
num,B-Bir,B,m,UNK,UNK
num,I-Bir,M,m,UNK,UNK
num,I-Bir,M,m,UNK,UNK
num,I-Bir,E,m,UNK,UNK
年,E-Bir,S,m,干,nián
出,O,B,v,凵,chū
生,O,E,v,生,shēng
",",O,S,x,UNK,UNK
大,B-Edu,B,n,大,dà
专,E-Edu,E,n,一,zhuān
学,O,B,n,子,xué
历,O,E,n,厂,lì
",",O,S,x,UNK,UNK
num,B-Time,B,m,UNK,UNK
num,I-Time,M,m,UNK,UNK
num,I-Time,M,m,UNK,UNK
num,I-Time,E,m,UNK,UNK
年,I-Time,S,m,干,nián
num,I-Time,S,m,UNK,UNK
月,I-Time,S,m,月,yuè
-,I-Time,S,x,UNK,UNK
num,I-Time,B,m,UNK,UNK
num,I-Time,M,m,UNK,UNK
num,I-Time,M,m,UNK,UNK
num,I-Time,E,m,UNK,UNK
年,I-Time,S,m,干,nián
num,I-Time,S,m,UNK,UNK
月,E-Time,S,m,月,yuè
在,O,S,p,土,zài
深,B-Com,B,ns,氵,shēn
圳,I-Com,E,ns,土,zhèn
世,I-Com,B,n,一,shì
纪,I-Com,E,n,纟,jì
星,I-Com,B,n,日,xīng
源,I-Com,E,n,氵,yuán
股,I-Com,B,n,月,gǔ
份,I-Com,E,n,亻,fèn
有,I-Com,B,n,月,yǒu
限,I-Com,M,n,阝,xiàn
公,I-Com,M,n,八,gōng
司,E-Com,E,n,口,sī
工,O,B,vn,工,gōng
作,O,E,vn,亻,zuò
",",O,S,x,UNK,UNK
num,B-Time,B,m,UNK,UNK
num,I-Time,M,m,UNK,UNK
