word,label,bound,flag,radical,pinyin
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
仇,B-Per,B,nr,亻,chóu
夏,I-Per,M,nr,夂,xià
萍,E-Per,E,nr,艹,píng
女,B-Gdr,B,n,女,nǚ
士,E-Gdr,E,n,士,shì
",",O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
年,O,S,m,干,nián
num,O,S,m,UNK,UNK
月,O,S,m,月,yuè
出,O,B,v,凵,chū
生,O,E,v,生,shēng
",",O,S,x,UNK,UNK
工,B-Maj,B,j,工,gōng
商,I-Maj,M,j,口,shāng
管,I-Maj,M,j,竹,guǎn
理,E-Maj,E,j,王,lǐ
硕,O,B,n,石,shuò
士,O,E,n,士,shì
",",O,S,x,UNK,UNK
高,O,B,b,高,gāo
级,O,E,b,纟,jí
会,O,B,n,人,huì
计,O,M,n,讠,jì
师,O,E,n,巾,shī
",",O,S,x,UNK,UNK
已,O,S,d,己,yǐ
取,O,B,v,又,qǔ
得,O,E,v,彳,dé
独,O,B,v,犭,dú
立,O,E,v,立,lì
董,O,B,n,艹,dǒng
事,O,E,n,亅,shì
资,O,B,n,贝,zī
格,O,E,n,木,gé
(,O,S,x,UNK,UNK
上,O,B,j,一,shàng
交,O,M,j,亠,jiāo
所,O,E,j,户,suǒ
),O,S,x,UNK,UNK
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
年,O,S,m,干,nián
num,O,S,m,UNK,UNK
月,O,S,m,月,yuè
至,O,S,p,至,zhì
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
年,O,S,m,干,nián
num,O,S,m,UNK,UNK
