word,label,bound,flag,radical,pinyin
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
叶,B-Per,B,nr,口,yè
素,I-Per,M,nr,糸,sù
兰,E-Per,E,nr,丷,lán
女,B-Gdr,B,n,女,nǚ
士,E-Gdr,E,n,士,shì
",",O,S,x,UNK,UNK
非,B-Zhi,S,h,非,fēi
执,I-Zhi,B,v,扌,zhí
行,I-Zhi,E,v,行,háng
董,I-Zhi,B,n,艹,dǒng
事,I-Zhi,E,n,亅,shì
候,I-Zhi,B,n,亻,hòu
选,I-Zhi,M,n,辶,xuǎn
人,E-Zhi,E,n,人,rén
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
num,B-Bir,B,m,UNK,UNK
num,I-Bir,M,m,UNK,UNK
num,I-Bir,M,m,UNK,UNK
num,I-Bir,E,m,UNK,UNK
年,E-Bir,S,m,干,nián
出,O,B,v,凵,chū
生,O,E,v,生,shēng
",",O,S,x,UNK,UNK
获,O,B,v,艹,huò
得,O,E,v,彳,dé
英,B-Sch,B,ns,艹,yīng
国,I-Sch,M,ns,囗,guó
伦,I-Sch,M,ns,亻,lún
敦,I-Sch,E,ns,攵,dūn
中,I-Sch,B,n,丨,zhōng
央,I-Sch,E,n,大,yāng
工,I-Sch,B,n,工,gōng
艺,I-Sch,E,n,艹,yì
学,I-Sch,B,n,子,xué
院,E-Sch,E,n,阝,yuàn
计,B-Maj,B,n,讠,jì
算,I-Maj,M,n,竹,suàn
机,E-Maj,E,n,木,jī
学,B-Edu,B,n,子,xué
士,E-Edu,M,n,士,shì
学,O,M,n,子,xué
位,O,E,n,亻,wèi
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
自,O,S,r,自,zì
num,B-Time,B,m,UNK,UNK
num,I-Time,M,m,UNK,UNK
num,I-Time,M,m,UNK,UNK
num,I-Time,E,m,UNK,UNK
年,I-Time,S,m,干,nián
