word,label,bound,flag,radical,pinyin
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
邹,B-Per,B,nr,阝,zōu
蓝,E-Per,E,nr,艹,lán
",",O,S,x,UNK,UNK
男,S-Gdr,S,n,田,nán
",",O,S,x,UNK,UNK
num,B-Bir,B,m,UNK,UNK
num,I-Bir,M,m,UNK,UNK
num,I-Bir,M,m,UNK,UNK
num,I-Bir,E,m,UNK,UNK
年,E-Bir,S,m,干,nián
出,O,B,v,凵,chū
生,O,E,v,生,shēng
",",O,S,x,UNK,UNK
硕,B-Edu,B,n,石,shuò
士,E-Edu,E,n,士,shì
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
曾,O,S,d,曰,zēng
就,O,B,v,尢,jiù
职,O,E,v,耳,zhí
于,O,S,p,二,yú
无,B-Com,B,ns,一,wú
锡,I-Com,E,ns,钅,xī
第,I-Com,S,m,竹,dì
num,I-Com,B,m,UNK,UNK
num,I-Com,E,m,UNK,UNK
中,I-Com,B,n,丨,zhōng
学,E-Com,E,n,子,xué
;,O,S,x,UNK,UNK
中,B-Com,B,nt,丨,zhōng
国,I-Com,M,nt,囗,guó
社,I-Com,M,nt,礻,shè
会,I-Com,M,nt,人,huì
科,I-Com,M,nt,禾,kē
学,I-Com,M,nt,子,xué
院,E-Com,E,nt,阝,yuàn
;,O,S,x,UNK,UNK
中,B-Com,B,nz,丨,zhōng
信,I-Com,E,nz,亻,xìn
国,I-Com,B,n,囗,guó
际,I-Com,E,n,阝,jì
研,I-Com,B,n,石,yán
究,I-Com,M,n,穴,jiū
所,E-Com,E,n,户,suǒ
;,O,S,x,UNK,UNK
国,B-Com,B,nt,囗,guó
家,I-Com,M,nt,宀,jiā
体,I-Com,M,nt,亻,tǐ
改,I-Com,M,nt,攵,gǎi
委,E-Com,E,nt,女,wěi
;,O,S,x,UNK,UNK
综,B-Com,B,vn,纟,zōng
合,I-Com,E,vn,口,hé
开,I-Com,B,v,廾,kāi
发,I-Com,E,v,又,fā
研,I-Com,B,n,石,yán
究,I-Com,M,n,穴,jiū
院,I-Com,E,n,阝,yuàn
(,I-Com,S,x,UNK,UNK
中,I-Com,B,ns,丨,zhōng
国,I-Com,E,ns,囗,guó
深,I-Com,B,ns,氵,shēn
圳,I-Com,E,ns,土,zhèn
),E-Com,S,x,UNK,UNK
;,O,S,x,UNK,UNK
深,B-Com,B,ns,氵,shēn
圳,I-Com,E,ns,土,zhèn
报,I-Com,B,n,扌,bào
业,I-Com,E,n,一,yè
集,I-Com,B,n,隹,jí
团,E-Com,E,n,囗,tuán
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
目,O,B,t,目,mù
前,O,E,t,刂,qián
已,O,S,d,己,yǐ
退,O,B,v,辶,tuì
休,O,E,v,亻,xiū
。,O,S,x,UNK,UNK
LB,O,S,x,UNK,UNK
