word,label,bound,flag,radical,pinyin
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
陈,B-Per,B,nr,阝,chén
心,I-Per,M,nr,心,xīn
颖,E-Per,E,nr,页,yǐng
女,B-Gdr,B,n,女,nǚ
士,E-Gdr,E,n,士,shì
",",O,S,x,UNK,UNK
非,O,S,h,非,fēi
执,O,B,v,扌,zhí
行,O,E,v,行,háng
董,O,B,n,艹,dǒng
事,O,E,n,亅,shì
候,O,B,n,亻,hòu
选,O,M,n,辶,xuǎn
人,O,E,n,人,rén
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
年,O,S,m,干,nián
出,O,B,v,凵,chū
生,O,E,v,生,shēng
",",O,S,x,UNK,UNK
新,O,B,ns,斤,xīn
加,O,M,ns,力,jiā
坡,O,E,ns,土,pō
国,O,B,n,囗,guó
籍,O,E,n,竹,jí
",",O,S,x,UNK,UNK
毕,O,B,n,比,bì
业,O,E,n,一,yè
于,O,S,p,二,yú
麻,B-Sch,B,nt,麻,má
省,I-Sch,M,nt,目,shěng
理,I-Sch,M,nt,王,lǐ
工,I-Sch,M,nt,工,gōng
学,I-Sch,M,nt,子,xué
院,E-Sch,E,nt,阝,yuàn
",",O,S,x,UNK,UNK
获,O,B,v,艹,huò
得,O,E,v,彳,dé
电,B-Maj,B,n,田,diàn
气,I-Maj,M,n,气,qì
工,I-Maj,M,n,工,gōng
程,I-Maj,E,n,禾,chéng
与,I-Maj,S,p,一,yǔ
计,I-Maj,B,n,讠,jì
算,I-Maj,M,n,竹,suàn
机,I-Maj,M,n,木,jī
科,I-Maj,M,n,禾,kē
学,E-Maj,E,n,子,xué
硕,O,B,n,石,shuò
士,O,E,n,士,shì
、,O,S,x,UNK,UNK
电,B-Maj,B,n,田,diàn
