word,label,bound,flag,radical,pinyin
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
黄,B-Per,B,nr,黄,huáng
冰,I-Per,M,nr,冫,bīng
夏,E-Per,E,nr,夂,xià
女,B-Gdr,B,n,女,nǚ
士,E-Gdr,E,n,士,shì
",",O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
年,O,S,m,干,nián
出,O,B,v,凵,chū
生,O,E,v,生,shēng
",",O,S,x,UNK,UNK
硕,O,B,n,石,shuò
士,O,E,n,士,shì
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
历,O,B,n,厂,lì
任,O,E,n,亻,rèn
深,B-Com,B,ns,氵,shēn
圳,I-Com,M,ns,土,zhèn
市,I-Com,E,ns,巾,shì
精,I-Com,B,a,米,jīng
锐,I-Com,E,a,钅,ruì
实,I-Com,B,n,宀,shí
业,I-Com,E,n,一,yè
有,I-Com,B,n,月,yǒu
限,I-Com,M,n,阝,xiàn
公,I-Com,M,n,八,gōng
司,E-Com,E,n,口,sī
总,O,B,n,心,zǒng
经,O,M,n,纟,jīng
理,O,E,n,王,lǐ
助,O,B,vn,力,zhù
理,O,E,vn,王,lǐ
;,O,S,x,UNK,UNK
深,B-Com,B,ns,氵,shēn
圳,I-Com,M,ns,土,zhèn
市,I-Com,E,ns,巾,shì
富,I-Com,B,nr,宀,fù
安,I-Com,M,nr,宀,ān
娜,I-Com,E,nr,女,nà
家,I-Com,B,n,宀,jiā
居,I-Com,M,n,尸,jū
用,I-Com,M,n,用,yòng
品,I-Com,E,n,口,pǐn
股,I-Com,B,n,月,gǔ
份,I-Com,E,n,亻,fèn
有,I-Com,B,n,月,yǒu
限,I-Com,M,n,阝,xiàn
公,I-Com,M,n,八,gōng
司,E-Com,E,n,口,sī
证,O,B,n,讠,zhèng
券,O,E,n,刀,quàn
事,O,B,n,亅,shì
务,O,E,n,力,wù
代,O,B,n,亻,dài
表,O,E,n,衣,biǎo
;,O,S,x,UNK,UNK
深,B-Com,B,ns,氵,shēn
圳,I-Com,M,ns,土,zhèn
市,I-Com,E,ns,巾,shì
深,I-Com,B,j,氵,shēn
粮,I-Com,E,j,米,liáng
控,I-Com,B,v,扌,kòng
股,I-Com,E,v,月,gǔ
股,I-Com,B,n,月,gǔ
份,I-Com,E,n,亻,fèn
有,I-Com,B,n,月,yǒu
限,I-Com,M,n,阝,xiàn
公,I-Com,M,n,八,gōng
司,E-Com,E,n,口,sī
董,O,B,n,艹,dǒng
事,O,M,n,亅,shì
会,O,E,n,人,huì
办,O,B,n,力,bàn
公,O,M,n,八,gōng
室,O,E,n,宀,shì
主,O,B,b,丶,zhǔ
任,O,E,b,亻,rèn
、,O,S,x,UNK,UNK
证,O,B,n,讠,zhèng
券,O,E,n,刀,quàn
事,O,B,n,亅,shì
务,O,E,n,力,wù
代,O,B,n,亻,dài
表,O,E,n,衣,biǎo
。,O,S,x,UNK,UNK
LB,O,S,x,UNK,UNK
