word,label,bound,flag,radical,pinyin
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
肖,B-Per,S,nr,月,xiāo
永,I-Per,B,ns,水,yǒng
平,E-Per,E,ns,干,píng
先,B-Gdr,B,n,儿,xiān
生,E-Gdr,E,n,生,shēng
",",O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
年,O,S,m,干,nián
出,O,B,v,凵,chū
生,O,E,v,生,shēng
",",O,S,x,UNK,UNK
博,O,B,n,十,bó
士,O,E,n,士,shì
研,O,B,n,石,yán
究,O,M,n,穴,jiū
生,O,E,n,生,shēng
",",O,S,x,UNK,UNK
毕,O,B,n,比,bì
业,O,E,n,一,yè
于,O,S,p,二,yú
武,B-Sch,B,nt,止,wǔ
汉,I-Sch,M,nt,氵,hàn
大,I-Sch,M,nt,大,dà
学,E-Sch,E,nt,子,xué
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
现,O,B,n,见,xiàn
任,O,E,n,亻,rèn
长,O,B,ns,长,cháng
江,O,E,ns,氵,jiāng
学,O,B,n,子,xué
者,O,E,n,耂,zhě
特,O,B,nr,牜,tè
聘,O,E,nr,耳,pìn
教,O,B,n,攵,jiào
授,O,E,n,扌,shòu
、,O,S,x,UNK,UNK
“,O,S,x,UNK,UNK
中,O,B,nt,丨,zhōng
宣,O,M,nt,宀,xuān
部,O,E,nt,阝,bù
”,O,S,x,UNK,UNK
哲,O,B,n,口,zhé
学,O,E,n,子,xué
社,O,B,nt,礻,shè
会,O,M,nt,人,huì
科,O,M,nt,禾,kē
学,O,E,nt,子,xué
领,O,B,n,页,lǐng
军,O,E,n,冖,jūn
人,O,B,n,人,rén
才,O,E,n,扌,cái
、,O,S,x,UNK,UNK
博,O,B,nr,十,bó
士,O,M,nr,士,shì
生,O,E,nr,生,shēng
