word,label,bound,flag,radical,pinyin
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
李,B-Per,B,nrfg,木,lǐ
强,E-Per,E,nrfg,弓,qiáng
先,B-Gdr,B,n,儿,xiān
生,E-Gdr,E,n,生,shēng
",",O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
年,O,S,m,干,nián
出,O,B,v,凵,chū
生,O,E,v,生,shēng
",",O,S,x,UNK,UNK
现,O,B,n,见,xiàn
任,O,E,n,亻,rèn
公,O,B,n,八,gōng
司,O,E,n,口,sī
独,O,B,v,犭,dú
立,O,E,v,立,lì
董,O,B,n,艹,dǒng
事,O,E,n,亅,shì
、,O,S,x,UNK,UNK
董,O,B,n,艹,dǒng
事,O,M,n,亅,shì
会,O,E,n,人,huì
投,O,B,vn,扌,tóu
资,O,E,vn,贝,zī
与,O,S,p,一,yǔ
决,O,B,n,冫,jué
策,O,E,n,竹,cè
委,O,B,n,女,wěi
员,O,M,n,口,yuán
会,O,E,n,人,huì
召,O,B,n,口,zhào
集,O,M,n,隹,jí
人,O,E,n,人,rén
",",O,S,x,UNK,UNK
前,B-Com,S,f,刂,qián
海,I-Com,S,n,氵,hǎi
金,I-Com,B,n,金,jīn
融,I-Com,E,n,虫,róng
控,I-Com,B,v,扌,kòng
股,I-Com,E,v,月,gǔ
有,I-Com,B,n,月,yǒu
限,I-Com,M,n,阝,xiàn
公,I-Com,M,n,八,gōng
司,E-Com,E,n,口,sī
董,O,B,n,艹,dǒng
事,O,M,n,亅,shì
长,O,E,n,长,cháng
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
李,O,B,nr,木,lǐ
先,B-Gdr,M,nr,儿,xiān
生,E-Gdr,E,nr,生,shēng
于,O,S,p,二,yú
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
