word,label,bound,flag,radical,pinyin
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
叶,B-Per,B,nr,口,yè
望,I-Per,M,nr,月,wàng
春,E-Per,E,nr,日,chūn
，,O,S,x,UNK,UNK
男,S-Gdr,S,n,田,nán
，,O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
年,O,S,m,干,nián
出,O,B,v,凵,chū
生,O,E,v,生,shēng
，,O,S,x,UNK,UNK
获,O,B,v,艹,huò
得,O,E,v,彳,dé
华,B-Sch,B,nt,十,huá
中,I-Sch,M,nt,丨,zhōng
科,I-Sch,M,nt,禾,kē
技,I-Sch,M,nt,扌,jì
大,I-Sch,M,nt,大,dà
学,E-Sch,E,nt,子,xué
管,B-Maj,B,n,竹,guǎn
理,I-Maj,M,n,王,lǐ
科,I-Maj,E,n,禾,kē
与,I-Maj,S,p,一,yǔ
工,I-Maj,B,n,工,gōng
程,I-Maj,E,n,禾,chéng
专,I-Maj,B,n,一,zhuān
业,E-Maj,E,n,一,yè
博,O,B,n,十,bó
士,O,M,n,士,shì
学,O,M,n,子,xué
位,O,E,n,亻,wèi
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
SPACE,O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
年,O,S,m,干,nián
num,O,S,m,UNK,UNK
月,O,S,m,月,yuè
至,O,S,p,至,zhì
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
年,O,S,m,干,nián
num,O,S,m,UNK,UNK
月,O,S,m,月,yuè
，,O,S,x,UNK,UNK
任,O,S,r,亻,rèn
湖,B-Com,B,ns,氵,hú
北,I-Com,M,ns,匕,běi
