word,label,bound,flag,radical,pinyin
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
周,B-Per,B,nr,口,zhōu
强,E-Per,E,nr,弓,qiáng
",",O,S,x,UNK,UNK
男,S-Gdr,S,n,田,nán
",",O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
年,O,S,m,干,nián
出,O,B,v,凵,chū
生,O,E,v,生,shēng
",",O,S,x,UNK,UNK
南,B-Sch,B,nt,十,nán
开,I-Sch,M,nt,廾,kāi
大,I-Sch,M,nt,大,dà
学,E-Sch,E,nt,子,xué
金,B-Maj,B,n,金,jīn
融,I-Maj,E,n,虫,róng
学,E-Maj,B,n,子,xué
系,O,E,n,糸,xì
国,B-Maj,B,n,囗,guó
际,I-Maj,M,n,阝,jì
金,I-Maj,M,n,金,jīn
融,I-Maj,E,n,虫,róng
专,I-Maj,B,n,一,zhuān
业,E-Maj,E,n,一,yè
毕,O,B,n,比,bì
业,O,E,n,一,yè
",",O,S,x,UNK,UNK
经,B-Maj,B,n,纟,jīng
济,I-Maj,M,n,氵,jì
学,E-Maj,E,n,子,xué
博,O,B,n,十,bó
士,O,E,n,士,shì
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
年,O,S,m,干,nián
num,O,S,m,UNK,UNK
月,O,S,m,月,yuè
至,O,S,p,至,zhì
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
年,O,S,m,干,nián
num,O,S,m,UNK,UNK
月,O,S,m,月,yuè
",",O,S,x,UNK,UNK
历,O,B,n,厂,lì
任,O,E,n,亻,rèn
平,B-Com,B,a,干,píng
安,I-Com,E,a,宀,ān
