word,label,bound,flag,radical,pinyin
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
陈,B-Per,B,nrfg,阝,chén
伟,I-Per,M,nrfg,亻,wěi
彬,E-Per,E,nrfg,彡,bīn
",",O,S,x,UNK,UNK
男,S-Gdr,S,n,田,nán
",",O,S,x,UNK,UNK
num,B-Time,B,m,UNK,UNK
num,I-Time,M,m,UNK,UNK
num,I-Time,M,m,UNK,UNK
num,I-Time,E,m,UNK,UNK
年,I-Time,S,m,干,nián
num,I-Time,S,m,UNK,UNK
月,I-Time,S,m,月,yuè
num,I-Time,B,m,UNK,UNK
num,I-Time,E,m,UNK,UNK
日,E-Time,S,m,日,rì
出,O,B,v,凵,chū
生,O,E,v,生,shēng
",",O,S,x,UNK,UNK
电,B-Sch,B,n,田,diàn
子,I-Sch,M,n,子,zǐ
科,I-Sch,M,n,禾,kē
技,I-Sch,E,n,扌,jì
大,I-Sch,B,n,大,dà
学,E-Sch,E,n,子,xué
中,B-Col,B,ns,丨,zhōng
山,I-Col,E,ns,山,shān
学,I-Col,B,n,子,xué
院,E-Col,E,n,阝,yuàn
金,B-Maj,B,n,金,jīn
融,E-Maj,E,n,虫,róng
、,O,S,x,UNK,UNK
财,B-Maj,B,n,贝,cái
务,I-Maj,M,n,力,wù
管,I-Maj,M,n,竹,guǎn
理,E-Maj,E,n,王,lǐ
本,B-Edu,B,nz,木,běn
科,E-Edu,M,nz,禾,kē
学,O,M,nz,子,xué
历,O,E,nz,厂,lì
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
曾,O,S,d,曰,zēng
任,O,S,v,亻,rèn
信,B-Com,S,n,亻,xìn
达,I-Com,S,v,辶,dá
证,I-Com,B,n,讠,zhèng
券,I-Com,E,n,刀,quàn
股,I-Com,B,n,月,gǔ
份,I-Com,E,n,亻,fèn
有,I-Com,B,n,月,yǒu
限,I-Com,M,n,阝,xiàn
公,I-Com,M,n,八,gōng
司,E-Com,E,n,口,sī
营,B-Job,B,n,艹,yíng
销,I-Job,M,n,钅,xiāo
部,I-Job,E,n,阝,bù
经,I-Job,B,n,纟,jīng
理,E-Job,E,n,王,lǐ
",",O,S,x,UNK,UNK
深,B-Com,B,ns,氵,shēn
圳,I-Com,M,ns,土,zhèn
市,I-Com,E,ns,巾,shì
傲,I-Com,S,a,亻,ào
基,I-Com,S,n,土,jī
电,I-Com,B,n,田,diàn
子,I-Com,M,n,子,zǐ
商,I-Com,M,n,口,shāng
务,I-Com,E,n,力,wù
股,I-Com,B,n,月,gǔ
份,I-Com,E,n,亻,fèn
有,I-Com,B,n,月,yǒu
限,I-Com,M,n,阝,xiàn
公,I-Com,M,n,八,gōng
司,E-Com,E,n,口,sī
证,B-Zhi,B,n,讠,zhèng
券,I-Zhi,E,n,刀,quàn
事,I-Zhi,B,n,亅,shì
务,I-Zhi,E,n,力,wù
代,I-Zhi,B,n,亻,dài
表,E-Zhi,E,n,衣,biǎo
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
历,O,B,n,厂,lì
任,O,E,n,亻,rèn
公,B-Job,B,n,八,gōng
司,I-Job,E,n,口,sī
证,I-Job,B,n,讠,zhèng
券,I-Job,E,n,刀,quàn
事,I-Job,B,n,亅,shì
务,I-Job,E,n,力,wù
代,I-Job,B,n,亻,dài
表,E-Job,E,n,衣,biǎo
",",O,S,x,UNK,UNK
自,O,S,r,自,zì
num,B-Time,B,m,UNK,UNK
num,I-Time,M,m,UNK,UNK
num,I-Time,M,m,UNK,UNK
num,I-Time,E,m,UNK,UNK
年,I-Time,S,m,干,nián
num,I-Time,B,m,UNK,UNK
num,I-Time,E,m,UNK,UNK
月,I-Time,S,m,月,yuè
起,E-Time,S,v,走,qǐ
担,O,B,v,扌,dān
任,O,E,v,亻,rèn
公,O,B,n,八,gōng
司,O,E,n,口,sī
董,B-Zhi,B,n,艹,dǒng
事,I-Zhi,M,n,亅,shì
会,I-Zhi,E,n,人,huì
秘,I-Zhi,B,n,禾,mì
书,E-Zhi,E,n,乙,shū
。,O,S,x,UNK,UNK
LB,O,S,x,UNK,UNK
