word,label,bound,flag,radical,pinyin
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
吴,B-Per,B,nr,口,wú
祥,I-Per,E,nr,礻,xiáng
中,E-Per,S,f,丨,zhōng
",",O,S,x,UNK,UNK
男,S-Gdr,S,n,田,nán
",",O,S,x,UNK,UNK
num,B-Bir,B,m,UNK,UNK
num,I-Bir,M,m,UNK,UNK
num,I-Bir,M,m,UNK,UNK
num,I-Bir,E,m,UNK,UNK
年,E-Bir,S,m,干,nián
出,O,B,v,凵,chū
生,O,E,v,生,shēng
",",O,S,x,UNK,UNK
硕,B-Edu,B,n,石,shuò
士,E-Edu,E,n,士,shì
",",O,S,x,UNK,UNK
会,B-Hon,B,n,人,huì
计,I-Hon,M,n,讠,jì
师,I-Hon,E,n,巾,shī
、,I-Hon,S,x,UNK,UNK
注,I-Hon,B,v,氵,zhù
册,I-Hon,E,v,丿,cè
会,I-Hon,B,n,人,huì
计,I-Hon,M,n,讠,jì
师,E-Hon,E,n,巾,shī
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
num,B-Time,B,m,UNK,UNK
num,I-Time,M,m,UNK,UNK
num,I-Time,M,m,UNK,UNK
num,I-Time,E,m,UNK,UNK
-,I-Time,S,x,UNK,UNK
num,I-Time,B,m,UNK,UNK
num,I-Time,M,m,UNK,UNK
num,I-Time,M,m,UNK,UNK
num,I-Time,E,m,UNK,UNK
年,E-Time,S,m,干,nián
在,O,S,p,土,zài
厦,B-Com,B,ns,厂,shà
门,I-Com,E,ns,门,mén
中,I-Com,B,ns,丨,zhōng
建,I-Com,E,ns,廴,jiàn
进,I-Com,B,vn,辶,jìn
出,I-Com,M,vn,凵,chū
口,I-Com,E,vn,口,kǒu
公,I-Com,B,n,八,gōng
司,E-Com,E,n,口,sī
工,O,B,vn,工,gōng
作,O,E,vn,亻,zuò
",",O,S,x,UNK,UNK
