word,label,bound,flag,radical,pinyin
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
田,B-Per,B,nr,田,tián
进,E-Per,E,nr,辶,jìn
",",O,S,x,UNK,UNK
男,S-Gdr,S,n,田,nán
",",O,S,x,UNK,UNK
汉,B-Nat,B,nz,氵,hàn
族,E-Nat,E,nz,方,zú
",",O,S,x,UNK,UNK
num,B-Bir,B,m,UNK,UNK
num,I-Bir,M,m,UNK,UNK
num,I-Bir,M,m,UNK,UNK
num,I-Bir,E,m,UNK,UNK
年,I-Bir,S,m,干,nián
num,I-Bir,S,m,UNK,UNK
月,I-Bir,S,m,月,yuè
num,I-Bir,B,m,UNK,UNK
num,I-Bir,E,m,UNK,UNK
日,E-Bir,S,m,日,rì
出,O,B,v,凵,chū
生,O,E,v,生,shēng
",",O,S,x,UNK,UNK
大,B-Edu,B,n,大,dà
专,E-Edu,E,n,一,zhuān
学,O,B,n,子,xué
历,O,E,n,厂,lì
",",O,S,x,UNK,UNK
机,B-Maj,B,n,木,jī
械,I-Maj,M,n,木,xiè
设,I-Maj,M,n,讠,shè
计,I-Maj,E,n,讠,jì
与,I-Maj,S,p,一,yǔ
制,I-Maj,B,v,刂,zhì
造,I-Maj,E,v,辶,zào
专,I-Maj,B,n,一,zhuān
业,E-Maj,E,n,一,yè
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
num,B-Time,B,m,UNK,UNK
num,I-Time,M,m,UNK,UNK
num,I-Time,M,m,UNK,UNK
num,I-Time,E,m,UNK,UNK
年,I-Time,S,m,干,nián
num,I-Time,S,m,UNK,UNK
月,I-Time,S,m,月,yuè
起,E-Time,B,v,走,qǐ
任,O,E,v,亻,rèn
江,B-Com,B,ns,氵,jiāng
苏,I-Com,E,ns,艹,sū
如,I-Com,B,ns,女,rú
皋,I-Com,M,ns,白,gāo
市,I-Com,E,ns,巾,shì
建,I-Com,B,n,廴,jiàn
筑,I-Com,E,n,竹,zhù
钢,I-Com,B,n,钅,gāng
模,I-Com,M,n,木,mó
板,I-Com,E,n,木,bǎn
厂,E-Com,S,zg,厂,chǎng
技,B-Job,B,n,扌,jì
术,I-Job,M,n,木,shù
员,E-Job,E,n,口,yuán
",",O,S,x,UNK,UNK
num,B-Time,B,m,UNK,UNK
num,I-Time,M,m,UNK,UNK
num,I-Time,M,m,UNK,UNK
num,I-Time,E,m,UNK,UNK
年,I-Time,S,m,干,nián
num,I-Time,S,m,UNK,UNK
月,I-Time,S,m,月,yuè
起,E-Time,S,v,走,qǐ
进,O,B,v,辶,jìn
入,O,E,v,入,rù
中,B-Com,B,nt,丨,zhōng
国,I-Com,M,nt,囗,guó
人,I-Com,M,nt,人,rén
民,I-Com,M,nt,乛,mín
银,I-Com,M,nt,钅,yín
行,E-Com,E,nt,行,háng
如,O,B,ns,女,rú
皋,O,M,ns,白,gāo
市,O,E,ns,巾,shì
支,O,B,v,支,zhī
行,O,E,v,行,háng
",",O,S,x,UNK,UNK
历,O,B,n,厂,lì
任,O,E,n,亻,rèn
基,B-Job,B,a,土,jī
建,I-Job,E,a,廴,jiàn
会,I-Job,B,v,人,huì
计,I-Job,E,v,讠,jì
、,I-Job,S,x,UNK,UNK
金,I-Job,B,j,金,jīn
融,I-Job,M,j,虫,róng
监,I-Job,M,j,皿,jiān
管,I-Job,E,j,竹,guǎn
员,I-Job,S,zg,口,yuán
、,I-Job,S,x,UNK,UNK
监,I-Job,B,vn,皿,jiān
察,I-Job,E,vn,宀,chá
室,I-Job,B,n,宀,shì
主,I-Job,M,n,丶,zhǔ
任,E-Job,E,n,亻,rèn
等,O,S,u,竹,děng
。,O,S,x,UNK,UNK
LB,O,S,x,UNK,UNK
