word,label,bound,flag,radical,pinyin
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
杨,B-Per,B,nr,木,yáng
军,E-Per,E,nr,冖,jūn
先,B-Gdr,B,n,儿,xiān
生,E-Gdr,E,n,生,shēng
",",O,S,x,UNK,UNK
独,B-Zhi,B,v,犭,dú
立,I-Zhi,E,v,立,lì
董,I-Zhi,B,n,艹,dǒng
事,I-Zhi,E,n,亅,shì
候,I-Zhi,B,n,亻,hòu
选,I-Zhi,M,n,辶,xuǎn
人,E-Zhi,E,n,人,rén
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
num,B-Bir,B,m,UNK,UNK
num,I-Bir,M,m,UNK,UNK
num,I-Bir,M,m,UNK,UNK
num,I-Bir,E,m,UNK,UNK
年,I-Bir,S,m,干,nián
num,I-Bir,S,m,UNK,UNK
月,E-Bir,S,m,月,yuè
出,O,B,v,凵,chū
生,O,E,v,生,shēng
",",O,S,x,UNK,UNK
哥,B-Sch,B,nt,口,gē
伦,I-Sch,M,nt,亻,lún
比,I-Sch,M,nt,比,bǐ
亚,I-Sch,M,nt,二,yà
大,I-Sch,M,nt,大,dà
学,E-Sch,E,nt,子,xué
法,B-Maj,B,n,氵,fǎ
学,E-Maj,M,n,子,xué
博,B-Edu,M,n,十,bó
士,E-Edu,E,n,士,shì
",",O,S,x,UNK,UNK
是,O,S,v,日,shì
中,B-Job,B,ns,丨,zhōng
国,I-Job,E,ns,囗,guó
律,I-Job,B,n,彳,lǜ
师,E-Job,E,n,巾,shī
及,O,S,c,又,jí
美,B-Job,B,ns,八,měi
国,I-Job,E,ns,囗,guó
纽,I-Job,B,ns,纟,niǔ
约,I-Job,M,ns,纟,yuē
州,I-Job,E,ns,川,zhōu
律,I-Job,B,n,彳,lǜ
师,E-Job,E,n,巾,shī
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
