word,label,bound,flag,radical,pinyin
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
柳,B-Per,B,nr,木,liǔ
杨,E-Per,E,nr,木,yáng
:,O,S,x,UNK,UNK
男,S-Gdr,S,n,田,nán
",",O,S,x,UNK,UNK
num,B-Bir,B,m,UNK,UNK
num,I-Bir,M,m,UNK,UNK
num,I-Bir,M,m,UNK,UNK
num,I-Bir,E,m,UNK,UNK
年,E-Bir,S,m,干,nián
出,O,B,v,凵,chū
生,O,E,v,生,shēng
",",O,S,x,UNK,UNK
中,O,B,ns,丨,zhōng
国,O,E,ns,囗,guó
国,O,B,n,囗,guó
籍,O,E,n,竹,jí
",",O,S,x,UNK,UNK
硕,B-Edu,B,n,石,shuò
士,E-Edu,E,n,士,shì
研,B-Edu,B,n,石,yán
究,I-Edu,M,n,穴,jiū
生,E-Edu,E,n,生,shēng
学,O,B,n,子,xué
历,O,E,n,厂,lì
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
现,O,B,n,见,xiàn
任,O,E,n,亻,rèn
中,B-Com,B,ns,丨,zhōng
国,I-Com,E,ns,囗,guó
国,I-Com,B,j,囗,guó
投,I-Com,E,j,扌,tóu
高,I-Com,B,n,高,gāo
新,I-Com,M,n,斤,xīn
产,I-Com,M,n,亠,chǎn
业,I-Com,E,n,一,yè
投,I-Com,B,vn,扌,tóu
资,I-Com,E,vn,贝,zī
有,I-Com,B,n,月,yǒu
限,I-Com,M,n,阝,xiàn
公,I-Com,M,n,八,gōng
司,E-Com,E,n,口,sī
计,B-Zhi,B,n,讠,jì
划,I-Zhi,E,n,刂,huá
财,I-Zhi,B,nt,贝,cái
务,I-Zhi,M,nt,力,wù
部,I-Zhi,E,nt,阝,bù
副,I-Zhi,S,b,刂,fù
总,I-Zhi,B,n,心,zǒng
监,E-Zhi,E,n,皿,jiān
。,O,S,x,UNK,UNK
LB,O,S,x,UNK,UNK
