word,label,bound,flag,radical,pinyin
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
陈,B-Per,B,nr,阝,chén
英,I-Per,M,nr,艹,yīng
革,E-Per,E,nr,革,gé
:,O,S,x,UNK,UNK
男,S-Gdr,S,n,田,nán
",",O,S,x,UNK,UNK
num,B-Bir,B,m,UNK,UNK
num,I-Bir,M,m,UNK,UNK
num,I-Bir,M,m,UNK,UNK
num,I-Bir,E,m,UNK,UNK
年,I-Bir,S,m,干,nián
num,I-Bir,S,m,UNK,UNK
月,E-Bir,S,m,月,yuè
出,O,B,v,凵,chū
生,O,E,v,生,shēng
",",O,S,x,UNK,UNK
北,B-Sch,B,nt,匕,běi
京,I-Sch,M,nt,亠,jīng
大,I-Sch,M,nt,大,dà
学,E-Sch,M,nt,子,xué
法,B-Maj,M,nt,氵,fǎ
律,E-Maj,M,nt,彳,lǜ
系,S-Col,E,nt,糸,xì
硕,B-Edu,B,n,石,shuò
士,E-Edu,E,n,士,shì
研,B-Edu,B,n,石,yán
究,I-Edu,M,n,穴,jiū
生,E-Edu,E,n,生,shēng
",",O,S,x,UNK,UNK
律,B-Job,B,n,彳,lǜ
师,E-Job,E,n,巾,shī
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
历,O,B,n,厂,lì
任,O,E,n,亻,rèn
珠,B-Com,B,ns,王,zhū
海,I-Com,M,ns,氵,hǎi
市,I-Com,E,ns,巾,shì
广,I-Com,B,ns,广,guǎng
利,I-Com,E,ns,刂,lì
实,I-Com,B,n,宀,shí
业,I-Com,E,n,一,yè
有,I-Com,B,n,月,yǒu
限,I-Com,M,n,阝,xiàn
公,I-Com,M,n,八,gōng
司,E-Com,E,n,口,sī
法,B-Job,B,nt,氵,fǎ
务,I-Job,M,nt,力,wù
部,I-Job,E,nt,阝,bù
主,I-Job,B,n,丶,zhǔ
管,E-Job,E,n,竹,guǎn
