word,label,bound,flag,radical,pinyin
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
赵,B-Per,S,nr,走,zhào
宏,I-Per,B,a,宀,hóng
伟,E-Per,E,a,亻,wěi
:,O,S,x,UNK,UNK
男,S-Gdr,S,n,田,nán
",",O,S,x,UNK,UNK
num,B-Bir,B,m,UNK,UNK
num,I-Bir,M,m,UNK,UNK
num,I-Bir,M,m,UNK,UNK
num,I-Bir,E,m,UNK,UNK
年,I-Bir,S,m,干,nián
num,I-Bir,B,m,UNK,UNK
num,I-Bir,E,m,UNK,UNK
月,E-Bir,S,m,月,yuè
出,O,B,v,凵,chū
生,O,E,v,生,shēng
",",O,S,x,UNK,UNK
中,B-Sch,B,nt,丨,zhōng
国,I-Sch,M,nt,囗,guó
政,I-Sch,M,nt,攵,zhèng
法,I-Sch,M,nt,氵,fǎ
大,I-Sch,M,nt,大,dà
学,E-Sch,E,nt,子,xué
法,B-Maj,B,nt,氵,fǎ
学,I-Maj,M,nt,子,xué
专,I-Maj,M,nt,一,zhuān
业,E-Maj,E,nt,一,yè
本,B-Edu,B,n,木,běn
科,E-Edu,M,n,禾,kē
毕,O,M,n,比,bì
业,O,E,n,一,yè
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
历,O,B,n,厂,lì
任,O,E,n,亻,rèn
呼,B-Com,B,ns,口,hū
和,I-Com,M,ns,口,hé
浩,I-Com,M,ns,氵,hào
特,I-Com,M,ns,牜,tè
市,I-Com,E,ns,巾,shì
律,I-Com,B,n,彳,lǜ
师,I-Com,E,n,巾,shī
事,I-Com,B,n,亅,shì
务,I-Com,M,n,力,wù
所,E-Com,E,n,户,suǒ
专,O,B,n,一,zhuān
职,O,E,n,耳,zhí
律,O,B,n,彳,lǜ
师,O,E,n,巾,shī
",",O,S,x,UNK,UNK
内,B-Com,B,ns,冂,nèi
蒙,I-Com,M,ns,艹,mēng
