word,label,bound,flag,radical,pinyin
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
胡,B-Per,B,nr,月,hú
跃,I-Per,M,nr,足,yuè
飞,E-Per,E,nr,飞,fēi
先,B-Gdr,B,n,儿,xiān
生,E-Gdr,E,n,生,shēng
",",O,S,x,UNK,UNK
执,O,B,v,扌,zhí
行,O,E,v,行,háng
董,O,B,n,艹,dǒng
事,O,E,n,亅,shì
候,O,B,n,亻,hòu
选,O,M,n,辶,xuǎn
人,O,E,n,人,rén
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
年,O,S,m,干,nián
出,O,B,v,凵,chū
生,O,E,v,生,shēng
",",O,S,x,UNK,UNK
中,B-Sch,B,nt,丨,zhōng
南,I-Sch,M,nt,十,nán
财,I-Sch,M,nt,贝,cái
经,I-Sch,M,nt,纟,jīng
政,I-Sch,M,nt,攵,zhèng
法,I-Sch,M,nt,氵,fǎ
大,I-Sch,M,nt,大,dà
学,E-Sch,E,nt,子,xué
(,O,S,x,UNK,UNK
原,O,S,n,厂,yuán
中,B-Sch,B,nt,丨,zhōng
南,I-Sch,M,nt,十,nán
财,I-Sch,M,nt,贝,cái
经,I-Sch,M,nt,纟,jīng
大,I-Sch,M,nt,大,dà
学,E-Sch,E,nt,子,xué
),O,S,x,UNK,UNK
经,B-Maj,B,n,纟,jīng
济,I-Maj,M,n,氵,jì
学,E-Maj,E,n,子,xué
硕,O,B,n,石,shuò
士,O,E,n,士,shì
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
胡,B-Per,B,nr,月,hú
跃,I-Per,M,nr,足,yuè
飞,E-Per,E,nr,飞,fēi
先,B-Gdr,B,n,儿,xiān
生,E-Gdr,E,n,生,shēng
于,O,S,p,二,yú
