word,label,bound,flag,radical,pinyin
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
王,B-Per,B,nr,王,wáng
群,E-Per,E,nr,羊,qún
",",O,S,x,UNK,UNK
女,S-Gdr,S,b,女,nǚ
",",O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
年,O,S,m,干,nián
生,O,S,n,生,shēng
",",O,S,x,UNK,UNK
大,O,B,n,大,dà
专,O,E,n,一,zhuān
学,O,B,n,子,xué
历,O,E,n,厂,lì
",",O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
年,O,S,m,干,nián
num,O,S,m,UNK,UNK
月,O,S,m,月,yuè
至,O,S,p,至,zhì
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
年,O,S,m,干,nián
num,O,S,m,UNK,UNK
月,O,S,m,月,yuè
在,O,S,p,土,zài
扬,B-Com,B,ns,扌,yáng
州,I-Com,M,ns,川,zhōu
市,I-Com,E,ns,巾,shì
人,I-Com,B,nt,人,rén
民,I-Com,M,nt,乛,mín
政,I-Com,M,nt,攵,zhèng
府,E-Com,E,nt,广,fǔ
外,O,B,nt,夕,wài
事,O,M,nt,亅,shì
办,O,M,nt,力,bàn
公,O,M,nt,八,gōng
室,O,E,nt,宀,shì
任,O,S,r,亻,rèn
翻,O,B,v,羽,fān
译,O,E,v,讠,yì
",",O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
年,O,S,m,干,nián
num,O,B,m,UNK,UNK
num,O,E,m,UNK,UNK
月,O,S,m,月,yuè
至,O,S,p,至,zhì
