word,label,bound,flag,radical,pinyin
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
孙,B-Per,S,zg,子,sūn
盛,I-Per,B,b,皿,shèng
典,E-Per,E,b,八,diǎn
先,B-Gdr,B,n,儿,xiān
生,E-Gdr,E,n,生,shēng
",",O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
年,O,S,m,干,nián
出,O,B,v,凵,chū
生,O,E,v,生,shēng
",",O,S,x,UNK,UNK
现,O,B,n,见,xiàn
任,O,E,n,亻,rèn
公,O,B,n,八,gōng
司,O,E,n,口,sī
董,O,B,n,艹,dǒng
事,O,E,n,亅,shì
、,O,S,x,UNK,UNK
董,O,B,n,艹,dǒng
事,O,M,n,亅,shì
会,O,E,n,人,huì
投,O,B,vn,扌,tóu
资,O,E,vn,贝,zī
与,O,S,p,一,yǔ
决,O,B,n,冫,jué
策,O,E,n,竹,cè
委,O,B,n,女,wěi
员,O,M,n,口,yuán
会,O,E,n,人,huì
委,O,B,n,女,wěi
员,O,E,n,口,yuán
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
孙,O,B,nr,子,sūn
先,B-Gdr,M,nr,儿,xiān
生,E-Gdr,E,nr,生,shēng
于,O,S,p,二,yú
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
年,O,S,m,干,nián
获,O,B,v,艹,huò
得,O,E,v,彳,dé
西,B-Sch,B,nt,覀,xī
安,I-Sch,M,nt,宀,ān
交,I-Sch,M,nt,亠,jiāo
通,I-Sch,M,nt,辶,tōng
大,I-Sch,M,nt,大,dà
学,E-Sch,E,nt,子,xué
工,B-Maj,B,n,工,gōng
学,E-Maj,E,n,子,xué
博,O,B,n,十,bó
士,O,M,n,士,shì
学,O,M,n,子,xué
