word,label,bound,flag,radical,pinyin
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
康,B-Per,B,nr,广,kāng
典,E-Per,E,nr,八,diǎn
先,B-Gdr,B,n,儿,xiān
生,E-Gdr,E,n,生,shēng
",",O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
年,O,S,m,干,nián
出,O,B,v,凵,chū
生,O,E,v,生,shēng
",",O,S,x,UNK,UNK
香,O,B,nt,香,xiāng
港,O,M,nt,氵,gǎng
特,O,M,nt,牜,tè
别,O,M,nt,刂,bié
行,O,M,nt,行,háng
政,O,M,nt,攵,zhèng
区,O,E,nt,匚,qū
居,O,B,n,尸,jū
民,O,E,n,乛,mín
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
现,O,B,n,见,xiàn
任,O,E,n,亻,rèn
公,O,B,n,八,gōng
司,O,E,n,口,sī
独,O,B,v,犭,dú
立,O,E,v,立,lì
董,O,B,n,艹,dǒng
事,O,E,n,亅,shì
、,O,S,x,UNK,UNK
董,O,B,n,艹,dǒng
事,O,M,n,亅,shì
会,O,E,n,人,huì
薪,O,B,n,艹,xīn
酬,O,E,n,酉,chóu
与,O,S,p,一,yǔ
提,O,B,v,扌,tí
名,O,E,v,口,míng
委,O,B,n,女,wěi
员,O,M,n,口,yuán
会,O,E,n,人,huì
召,O,B,n,口,zhào
集,O,M,n,隹,jí
人,O,E,n,人,rén
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
康,O,B,nr,广,kāng
先,B-Gdr,M,nr,儿,xiān
生,E-Gdr,E,nr,生,shēng
于,O,S,p,二,yú
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
年,O,S,m,干,nián
毕,O,B,n,比,bì
业,O,E,n,一,yè
