word,label,bound,flag,radical,pinyin
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
王,B-Per,B,nr,王,wáng
群,E-Per,E,nr,羊,qún
女,B-Gdr,B,n,女,nǚ
士,E-Gdr,E,n,士,shì
",",O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
年,O,S,m,干,nián
出,O,B,v,凵,chū
生,O,E,v,生,shēng
",",O,S,x,UNK,UNK
南,B-Sch,B,f,十,nán
方,I-Sch,E,f,方,fāng
冶,I-Sch,B,n,冫,yě
金,I-Sch,E,n,金,jīn
学,I-Sch,B,n,子,xué
院,E-Sch,E,n,阝,yuàn
计,B-Maj,B,n,讠,jì
算,I-Maj,M,n,竹,suàn
机,I-Maj,M,n,木,jī
专,I-Maj,M,n,一,zhuān
业,E-Maj,E,n,一,yè
毕,O,B,n,比,bì
业,O,E,n,一,yè
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
现,O,B,n,见,xiàn
任,O,E,n,亻,rèn
平,B-Com,B,a,干,píng
安,I-Com,E,a,宀,ān
银,I-Com,B,n,钅,yín
行,E-Com,E,n,行,háng
深,O,B,ns,氵,shēn
圳,O,E,ns,土,zhèn
分,O,B,v,刀,fēn
行,O,E,v,行,háng
重,O,B,n,里,zhòng
点,O,E,n,灬,diǎn
客,O,B,n,宀,kè
户,O,E,n,户,hù
三,O,B,m,一,sān
部,O,E,m,阝,bù
总,O,B,n,心,zǒng
经,O,M,n,纟,jīng
理,O,E,n,王,lǐ
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
年,O,S,m,干,nián
num,O,S,m,UNK,UNK
月,O,S,m,月,yuè
进,O,B,v,辶,jìn
入,O,E,v,入,rù
深,B-Com,B,ns,氵,shēn
圳,I-Com,M,ns,土,zhèn
市,I-Com,E,ns,巾,shì
商,I-Com,B,nt,口,shāng
业,I-Com,M,nt,一,yè
银,I-Com,M,nt,钅,yín
行,E-Com,E,nt,行,háng
南,O,B,ns,十,nán
山,O,E,ns,山,shān
支,O,B,v,支,zhī
行,O,E,v,行,háng
工,O,B,vn,工,gōng
作,O,E,vn,亻,zuò
",",O,S,x,UNK,UNK
历,O,B,n,厂,lì
任,O,E,n,亻,rèn
营,O,B,n,艹,yíng
业,O,M,n,一,yè
部,O,E,n,阝,bù
、,O,S,x,UNK,UNK
公,O,B,n,八,gōng
司,O,E,n,口,sī
部,O,S,n,阝,bù
主,O,B,b,丶,zhǔ
任,O,E,b,亻,rèn
",",O,S,x,UNK,UNK
行,O,B,n,行,háng
长,O,E,n,长,cháng
助,O,B,vn,力,zhù
理,O,E,vn,王,lǐ
",",O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
年,O,S,m,干,nián
num,O,S,m,UNK,UNK
月,O,S,m,月,yuè
至,O,B,d,至,zhì
今,O,E,d,人,jīn
",",O,S,x,UNK,UNK
担,O,B,v,扌,dān
任,O,E,v,亻,rèn
平,B-Com,B,a,干,píng
安,I-Com,E,a,宀,ān
银,I-Com,B,n,钅,yín
行,E-Com,E,n,行,háng
深,O,B,ns,氵,shēn
圳,O,E,ns,土,zhèn
分,O,B,v,刀,fēn
行,O,E,v,行,háng
重,O,B,n,里,zhòng
点,O,E,n,灬,diǎn
客,O,B,n,宀,kè
户,O,E,n,户,hù
三,O,B,m,一,sān
部,O,E,m,阝,bù
总,O,B,n,心,zǒng
经,O,M,n,纟,jīng
理,O,E,n,王,lǐ
。,O,S,x,UNK,UNK
LB,O,S,x,UNK,UNK
