word,label,bound,flag,radical,pinyin
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
王,B-Per,B,nr,王,wáng
翔,E-Per,E,nr,羽,xiáng
:,O,S,x,UNK,UNK
男,S-Gdr,S,n,田,nán
",",O,S,x,UNK,UNK
num,B-Bir,B,m,UNK,UNK
num,I-Bir,M,m,UNK,UNK
num,I-Bir,M,m,UNK,UNK
num,I-Bir,E,m,UNK,UNK
年,E-Bir,S,m,干,nián
出,O,B,v,凵,chū
生,O,E,v,生,shēng
",",O,S,x,UNK,UNK
中,O,B,ns,丨,zhōng
国,O,E,ns,囗,guó
国,O,B,n,囗,guó
籍,O,E,n,竹,jí
",",O,S,x,UNK,UNK
本,B-Edu,B,nz,木,běn
科,E-Edu,M,nz,禾,kē
学,O,M,nz,子,xué
历,O,E,nz,厂,lì
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
曾,O,S,d,曰,zēng
任,O,S,v,亻,rèn
中,B-Com,B,ns,丨,zhōng
国,I-Com,E,ns,囗,guó
高,I-Com,B,d,高,gāo
新,I-Com,E,d,斤,xīn
投,I-Com,B,vn,扌,tóu
资,I-Com,E,vn,贝,zī
集,I-Com,B,n,隹,jí
团,I-Com,M,n,囗,tuán
公,I-Com,M,n,八,gōng
司,I-Com,E,n,口,sī
实,I-Com,B,n,宀,shí
业,I-Com,M,n,一,yè
部,E-Com,E,n,阝,bù
主,B-Job,B,b,丶,zhǔ
任,I-Job,E,b,亻,rèn
助,I-Job,B,vn,力,zhù
理,E-Job,E,vn,王,lǐ
、,O,S,x,UNK,UNK
重,B-Com,B,ns,里,zhòng
庆,I-Com,E,ns,广,qìng
天,I-Com,B,n,大,tiān
地,I-Com,E,n,土,dì
名,I-Com,B,n,口,míng
胜,I-Com,E,n,月,shèng
景,I-Com,B,n,日,jǐng
区,I-Com,E,n,匚,qū
开,I-Com,B,v,廾,kāi
发,I-Com,E,v,又,fā
有,I-Com,B,n,月,yǒu
限,I-Com,M,n,阝,xiàn
公,I-Com,M,n,八,gōng
司,E-Com,E,n,口,sī
董,B-Job,B,n,艹,dǒng
事,I-Job,M,n,亅,shì
长,I-Job,E,n,长,cháng
(,I-Job,S,x,UNK,UNK
副,I-Job,S,b,刂,fù
主,I-Job,B,b,丶,zhǔ
任,I-Job,E,b,亻,rèn
级,I-Job,S,q,纟,jí
),E-Job,S,x,UNK,UNK
、,O,S,x,UNK,UNK
黑,B-Com,B,ns,黑,hēi
龙,I-Com,M,ns,龙,lóng
江,I-Com,M,ns,氵,jiāng
省,I-Com,E,ns,目,shěng
哈,I-Com,B,ns,口,hā
尔,I-Com,M,ns,小,ěr
滨,I-Com,M,ns,氵,bīn
市,I-Com,E,ns,巾,shì
阿,I-Com,S,j,阝,ā
城,I-Com,B,n,土,chéng
区,E-Com,E,n,匚,qū
副,B-Job,B,n,刂,fù
区,I-Job,M,n,匚,qū
长,I-Job,E,n,长,cháng
(,I-Job,S,x,UNK,UNK
挂,I-Job,B,v,扌,guà
职,I-Job,E,v,耳,zhí
),E-Job,S,x,UNK,UNK
、,O,S,x,UNK,UNK
中,B-Com,B,ns,丨,zhōng
国,I-Com,E,ns,囗,guó
高,I-Com,B,d,高,gāo
新,I-Com,E,d,斤,xīn
投,I-Com,B,vn,扌,tóu
资,I-Com,E,vn,贝,zī
集,I-Com,B,n,隹,jí
团,I-Com,M,n,囗,tuán
公,I-Com,M,n,八,gōng
司,I-Com,E,n,口,sī
高,I-Com,B,n,高,gāo
技,I-Com,M,n,扌,jì
术,I-Com,E,n,木,shù
项,I-Com,B,n,页,xiàng
目,I-Com,E,n,目,mù
部,E-Com,B,n,阝,bù
副,B-Job,E,n,刂,fù
主,I-Job,B,b,丶,zhǔ
任,I-Job,E,b,亻,rèn
(,I-Job,S,x,UNK,UNK
主,I-Job,B,b,丶,zhǔ
任,I-Job,E,b,亻,rèn
级,I-Job,S,q,纟,jí
),E-Job,S,x,UNK,UNK
、,O,S,x,UNK,UNK
投,B-Job,B,vn,扌,tóu
资,I-Job,E,vn,贝,zī
团,I-Job,B,n,囗,tuán
队,I-Job,E,n,阝,duì
高,I-Job,B,b,高,gāo
级,I-Job,E,b,纟,jí
投,I-Job,B,vn,扌,tóu
资,I-Job,E,vn,贝,zī
经,I-Job,B,n,纟,jīng
理,E-Job,E,n,王,lǐ
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
现,O,B,n,见,xiàn
任,O,E,n,亻,rèn
中,B-Com,B,ns,丨,zhōng
国,I-Com,E,ns,囗,guó
国,I-Com,B,j,囗,guó
投,I-Com,E,j,扌,tóu
高,I-Com,B,n,高,gāo
新,I-Com,M,n,斤,xīn
产,I-Com,M,n,亠,chǎn
业,I-Com,E,n,一,yè
投,I-Com,B,vn,扌,tóu
资,I-Com,E,vn,贝,zī
有,I-Com,B,n,月,yǒu
限,I-Com,M,n,阝,xiàn
公,I-Com,M,n,八,gōng
司,E-Com,E,n,口,sī
健,B-Zhi,B,a,亻,jiàn
康,I-Zhi,E,a,广,kāng
团,I-Zhi,B,n,囗,tuán
队,I-Zhi,E,n,阝,duì
投,I-Zhi,B,vn,扌,tóu
资,I-Zhi,E,vn,贝,zī
总,I-Zhi,B,n,心,zǒng
监,E-Zhi,E,n,皿,jiān
。,O,S,x,UNK,UNK
LB,O,S,x,UNK,UNK
