word,label,bound,flag,radical,pinyin
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
江,B-Per,B,ns,氵,jiāng
津,E-Per,E,ns,氵,jīn
",",O,S,x,UNK,UNK
女,S-Gdr,S,b,女,nǚ
",",O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
年,O,S,m,干,nián
出,O,B,v,凵,chū
生,O,E,v,生,shēng
",",O,S,x,UNK,UNK
硕,O,B,n,石,shuò
士,O,E,n,士,shì
",",O,S,x,UNK,UNK
高,O,B,b,高,gāo
级,O,E,b,纟,jí
会,O,B,n,人,huì
计,O,M,n,讠,jì
师,O,E,n,巾,shī
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
年,O,S,m,干,nián
num,O,S,m,UNK,UNK
月,O,S,m,月,yuè
起,O,S,v,走,qǐ
先,O,B,t,儿,xiān
后,O,E,t,口,hòu
任,O,S,r,亻,rèn
北,B-Com,B,ns,匕,běi
京,I-Com,M,ns,亠,jīng
市,I-Com,E,ns,巾,shì
审,I-Com,B,n,宀,shěn
计,I-Com,M,n,讠,jì
局,E-Com,E,n,尸,jú
宣,O,B,nr,宀,xuān
武,O,E,nr,止,wǔ
分,O,B,n,刀,fēn
局,O,E,n,尸,jú
审,O,B,n,宀,shěn
计,O,M,n,讠,jì
师,O,E,n,巾,shī
、,O,S,x,UNK,UNK
中,B-Com,B,ns,丨,zhōng
国,I-Com,E,ns,囗,guó
深,I-Com,B,ns,氵,shēn
圳,I-Com,E,ns,土,zhèn
彩,I-Com,B,n,彡,cǎi
电,I-Com,E,n,田,diàn
总,I-Com,B,n,心,zǒng
公,I-Com,M,n,八,gōng
司,E-Com,E,n,口,sī
