word,label,bound,flag,radical,pinyin
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
王,B-Per,B,nr,王,wáng
松,I-Per,M,nr,木,sōng
奇,E-Per,E,nr,大,qí
先,B-Gdr,B,n,儿,xiān
生,E-Gdr,E,n,生,shēng
",",O,S,x,UNK,UNK
外,O,B,f,夕,wài
部,O,E,f,阝,bù
监,O,B,n,皿,jiān
事,O,E,n,亅,shì
候,O,B,n,亻,hòu
选,O,M,n,辶,xuǎn
人,O,E,n,人,rén
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
年,O,S,m,干,nián
出,O,B,v,凵,chū
生,O,E,v,生,shēng
",",O,S,x,UNK,UNK
经,B-Maj,B,n,纟,jīng
济,I-Maj,M,n,氵,jì
学,E-Maj,E,n,子,xué
博,O,B,n,十,bó
士,O,E,n,士,shì
",",O,S,x,UNK,UNK
中,B-Com,B,nt,丨,zhōng
国,I-Com,M,nt,囗,guó
社,I-Com,M,nt,礻,shè
科,I-Com,M,nt,禾,kē
院,E-Com,E,nt,阝,yuàn
研,O,B,n,石,yán
究,O,M,n,穴,jiū
生,O,M,n,生,shēng
院,O,E,n,阝,yuàn
教,O,B,n,攵,jiào
授,O,E,n,扌,shòu
、,O,S,x,UNK,UNK
博,O,B,nr,十,bó
士,O,M,nr,士,shì
生,O,E,nr,生,shēng
导,O,B,n,寸,dǎo
师,O,E,n,巾,shī
",",O,S,x,UNK,UNK
中,B-Com,B,j,丨,zhōng
央,I-Com,M,j,大,yāng
财,I-Com,M,j,贝,cái
经,I-Com,E,j,纟,jīng
大,I-Com,B,n,大,dà
学,E-Com,E,n,子,xué
兼,O,B,v,丷,jiān
职,O,E,v,耳,zhí
博,O,B,nr,十,bó
士,O,M,nr,士,shì
