word,label,bound,flag,radical,pinyin
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
姚,B-Per,B,nr,女,yáo
波,E-Per,E,nr,氵,bō
先,B-Gdr,B,n,儿,xiān
生,E-Gdr,E,n,生,shēng
",",O,S,x,UNK,UNK
非,B-Zhi,S,h,非,fēi
执,I-Zhi,B,v,扌,zhí
行,I-Zhi,E,v,行,háng
董,I-Zhi,B,n,艹,dǒng
事,I-Zhi,E,n,亅,shì
候,I-Zhi,B,n,亻,hòu
选,I-Zhi,M,n,辶,xuǎn
人,E-Zhi,E,n,人,rén
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
num,B-Bir,B,m,UNK,UNK
num,I-Bir,M,m,UNK,UNK
num,I-Bir,M,m,UNK,UNK
num,I-Bir,E,m,UNK,UNK
年,E-Bir,S,m,干,nián
出,O,B,v,凵,chū
生,O,E,v,生,shēng
",",O,S,x,UNK,UNK
北,B-Hon,B,ns,匕,běi
美,I-Hon,E,ns,八,měi
精,I-Hon,B,n,米,jīng
算,I-Hon,M,n,竹,suàn
师,I-Hon,E,n,巾,shī
协,I-Hon,B,n,十,xié
会,I-Hon,M,n,人,huì
会,I-Hon,M,n,人,huì
员,I-Hon,E,n,口,yuán
(,I-Hon,S,x,UNK,UNK
F,I-Hon,B,eng,UNK,UNK
S,I-Hon,M,eng,UNK,UNK
A,I-Hon,E,eng,UNK,UNK
),E-Hon,S,x,UNK,UNK
",",O,S,x,UNK,UNK
获,O,B,v,艹,huò
得,O,E,v,彳,dé
美,B-Sch,B,nt,八,měi
国,I-Sch,M,nt,囗,guó
纽,I-Sch,M,nt,纟,niǔ
约,I-Sch,M,nt,纟,yuē
大,I-Sch,M,nt,大,dà
学,E-Sch,E,nt,子,xué
工,B-Maj,B,j,工,gōng
商,I-Maj,M,j,口,shāng
管,I-Maj,M,j,竹,guǎn
理,E-Maj,E,j,王,lǐ
