word,label,bound,flag,radical,pinyin
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
张,B-Per,B,nr,弓,zhāng
磊,E-Per,E,nr,石,lěi
:,O,S,x,UNK,UNK
男,S-Gdr,S,n,田,nán
",",O,S,x,UNK,UNK
num,B-Bir,B,m,UNK,UNK
num,I-Bir,M,m,UNK,UNK
num,I-Bir,M,m,UNK,UNK
num,I-Bir,E,m,UNK,UNK
年,I-Bir,S,m,干,nián
num,I-Bir,S,m,UNK,UNK
月,E-Bir,S,m,月,yuè
出,O,B,v,凵,chū
生,O,E,v,生,shēng
",",O,S,x,UNK,UNK
硕,B-Edu,B,n,石,shuò
士,I-Edu,E,n,士,shì
研,I-Edu,B,n,石,yán
究,I-Edu,M,n,穴,jiū
生,E-Edu,E,n,生,shēng
",",O,S,x,UNK,UNK
高,B-Hon,B,b,高,gāo
级,I-Hon,E,b,纟,jí
会,I-Hon,B,n,人,huì
计,I-Hon,M,n,讠,jì
师,E-Hon,E,n,巾,shī
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
num,B-Time,B,m,UNK,UNK
num,I-Time,M,m,UNK,UNK
num,I-Time,M,m,UNK,UNK
num,I-Time,E,m,UNK,UNK
年,I-Time,S,m,干,nián
num,I-Time,S,m,UNK,UNK
月,I-Time,S,m,月,yuè
至,I-Time,S,p,至,zhì
num,I-Time,B,m,UNK,UNK
num,I-Time,M,m,UNK,UNK
num,I-Time,M,m,UNK,UNK
num,I-Time,E,m,UNK,UNK
年,I-Time,S,m,干,nián
num,I-Time,S,m,UNK,UNK
月,E-Time,S,m,月,yuè
任,O,S,v,亻,rèn
国,B-Com,B,nt,囗,guó
家,I-Com,M,nt,宀,jiā
审,I-Com,M,nt,宀,shěn
计,I-Com,M,nt,讠,jì
署,I-Com,E,nt,罒,shǔ
驻,I-Com,S,v,马,zhù
深,I-Com,B,ns,氵,shēn
