word,label,bound,flag,radical,pinyin
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
项,B-Per,S,n,页,xiàng
有,I-Per,B,n,月,yǒu
志,E-Per,E,n,心,zhì
先,B-Gdr,B,n,儿,xiān
生,E-Gdr,E,n,生,shēng
",",O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
年,O,S,m,干,nián
出,O,B,v,凵,chū
生,O,E,v,生,shēng
",",O,S,x,UNK,UNK
厦,B-Sch,B,nt,厂,shà
门,I-Sch,M,nt,门,mén
大,I-Sch,M,nt,大,dà
学,E-Sch,E,nt,子,xué
管,B-Maj,B,n,竹,guǎn
理,I-Maj,M,n,王,lǐ
学,E-Maj,E,n,子,xué
博,O,B,n,十,bó
士,O,M,n,士,shì
学,O,M,n,子,xué
位,O,E,n,亻,wèi
",",O,S,x,UNK,UNK
高,O,B,b,高,gāo
级,O,E,b,纟,jí
会,O,B,n,人,huì
计,O,M,n,讠,jì
师,O,E,n,巾,shī
",",O,S,x,UNK,UNK
现,O,B,n,见,xiàn
任,O,E,n,亻,rèn
平,B-Com,B,a,干,píng
安,I-Com,E,a,宀,ān
银,I-Com,B,n,钅,yín
行,E-Com,E,n,行,háng
执,O,B,v,扌,zhí
行,O,E,v,行,háng
董,O,B,n,艹,dǒng
事,O,E,n,亅,shì
、,O,S,x,UNK,UNK
首,O,B,n,首,shǒu
席,O,E,n,巾,xí
财,O,B,n,贝,cái
务,O,E,n,力,wù
官,O,S,n,宀,guān
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
项,B-Per,S,n,页,xiàng
有,I-Per,B,n,月,yǒu
志,E-Per,E,n,心,zhì
先,B-Gdr,B,n,儿,xiān
生,E-Gdr,E,n,生,shēng
于,O,S,p,二,yú
num,O,B,m,UNK,UNK
