word,label,bound,flag,radical,pinyin
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
储,B-Per,B,nr,亻,chǔ
一,I-Per,M,nr,一,yī
昀,E-Per,E,nr,日,yún
先,B-Gdr,B,n,儿,xiān
生,E-Gdr,E,n,生,shēng
",",O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
年,O,S,m,干,nián
出,O,B,v,凵,chū
生,O,E,v,生,shēng
",",O,S,x,UNK,UNK
会,O,B,n,人,huì
计,O,M,n,讠,jì
学,O,E,n,子,xué
博,O,B,n,十,bó
士,O,E,n,士,shì
",",O,S,x,UNK,UNK
现,O,B,n,见,xiàn
任,O,E,n,亻,rèn
上,B-Com,B,nt,一,shàng
海,I-Com,M,nt,氵,hǎi
财,I-Com,M,nt,贝,cái
经,I-Com,M,nt,纟,jīng
大,I-Com,M,nt,大,dà
学,E-Com,E,nt,子,xué
会,O,B,n,人,huì
计,O,M,n,讠,jì
学,O,E,n,子,xué
教,O,B,n,攵,jiào
授,O,E,n,扌,shòu
、,O,S,x,UNK,UNK
博,O,B,nr,十,bó
士,O,M,nr,士,shì
生,O,E,nr,生,shēng
导,O,B,n,寸,dǎo
师,O,E,n,巾,shī
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
储,O,B,nr,亻,chǔ
一,O,M,nr,一,yī
昀,O,E,nr,日,yún
先,O,B,n,儿,xiān
生,O,E,n,生,shēng
毕,O,B,n,比,bì
业,O,E,n,一,yè
于,O,S,p,二,yú
上,B-Sch,B,nt,一,shàng
海,I-Sch,M,nt,氵,hǎi
财,I-Sch,M,nt,贝,cái
经,I-Sch,M,nt,纟,jīng
大,I-Sch,M,nt,大,dà
学,E-Sch,E,nt,子,xué
",",O,S,x,UNK,UNK
现,O,B,n,见,xiàn
任,O,E,n,亻,rèn
