word,label,bound,flag,radical,pinyin
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
陈,B-Per,B,nr,阝,chén
英,I-Per,M,nr,艹,yīng
伟,E-Per,E,nr,亻,wěi
:,O,S,x,UNK,UNK
男,S-Gdr,S,n,田,nán
",",O,S,x,UNK,UNK
num,B-Bir,B,m,UNK,UNK
num,I-Bir,M,m,UNK,UNK
num,I-Bir,M,m,UNK,UNK
num,I-Bir,E,m,UNK,UNK
年,E-Bir,S,m,干,nián
出,O,B,v,凵,chū
生,O,E,v,生,shēng
",",O,S,x,UNK,UNK
大,B-Edu,B,n,大,dà
专,E-Edu,E,n,一,zhuān
学,O,B,n,子,xué
历,O,E,n,厂,lì
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
曾,O,S,d,曰,zēng
任,O,S,v,亻,rèn
深,B-Com,B,ns,氵,shēn
圳,I-Com,M,ns,土,zhèn
市,I-Com,E,ns,巾,shì
中,I-Com,B,ns,丨,zhōng
兴,I-Com,E,ns,八,xīng
贸,I-Com,B,vn,贝,mào
易,I-Com,E,vn,日,yì
公,I-Com,B,n,八,gōng
司,E-Com,M,n,口,sī
财,B-Job,M,n,贝,cái
务,I-Job,E,n,力,wù
部,I-Job,B,n,阝,bù
长,E-Job,E,n,长,cháng
、,O,S,x,UNK,UNK
审,B-Job,B,v,宀,shěn
计,I-Job,E,v,讠,jì
部,I-Job,B,n,阝,bù
长,E-Job,E,n,长,cháng
",",O,S,x,UNK,UNK
深,B-Com,B,ns,氵,shēn
圳,I-Com,M,ns,土,zhèn
市,I-Com,E,ns,巾,shì
中,I-Com,S,f,丨,zhōng
知,I-Com,S,v,矢,zhī
酒,I-Com,B,n,酉,jiǔ
业,I-Com,E,n,一,yè
有,I-Com,B,n,月,yǒu
限,I-Com,M,n,阝,xiàn
公,I-Com,M,n,八,gōng
司,E-Com,E,n,口,sī
