word,label,bound,flag,radical,pinyin
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
陈,B-Per,B,nr,阝,chén
贤,I-Per,M,nr,贝,xián
军,E-Per,E,nr,冖,jūn
：,O,S,x,UNK,UNK
男,S-Gdr,S,n,田,nán
，,O,S,x,UNK,UNK
num,B-Time,B,m,UNK,UNK
num,I-Time,M,m,UNK,UNK
num,I-Time,M,m,UNK,UNK
num,I-Time,E,m,UNK,UNK
SPACE,I-Time,S,x,UNK,UNK
年,I-Time,S,m,干,nián
num,I-Time,S,m,UNK,UNK
SPACE,I-Time,S,x,UNK,UNK
月,E-Time,S,m,月,yuè
出,O,B,v,凵,chū
生,O,E,v,生,shēng
，,O,S,x,UNK,UNK
硕,B-Edu,B,n,石,shuò
士,E-Edu,E,n,士,shì
研,B-Edu,B,n,石,yán
究,I-Edu,M,n,穴,jiū
生,E-Edu,E,n,生,shēng
，,O,S,x,UNK,UNK
高,B-Hon,B,b,高,gāo
级,I-Hon,E,b,纟,jí
会,I-Hon,B,n,人,huì
计,I-Hon,M,n,讠,jì
师,E-Hon,E,n,巾,shī
，,O,S,x,UNK,UNK
注,B-Hon,B,v,氵,zhù
册,I-Hon,E,v,丿,cè
会,I-Hon,B,n,人,huì
计,I-Hon,M,n,讠,jì
师,E-Hon,E,n,巾,shī
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
num,B-Time,B,m,UNK,UNK
num,I-Time,M,m,UNK,UNK
num,I-Time,M,m,UNK,UNK
num,I-Time,E,m,UNK,UNK
年,I-Time,S,m,干,nián
起,E-Time,S,v,走,qǐ
先,O,B,t,儿,xiān
后,O,E,t,口,hòu
任,O,S,r,亻,rèn
杭,B-Com,B,ns,木,háng
州,I-Com,E,ns,川,zhōu
江,I-Com,B,ns,氵,jiāng
南,I-Com,E,ns,十,nán
电,I-Com,B,n,田,diàn
子,I-Com,E,n,子,zǐ
