word,label,bound,flag,radical,pinyin
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
方,B-Per,B,nr,方,fāng
良,I-Per,M,nr,艮,liáng
兆,E-Per,E,nr,儿,zhào
",",O,S,x,UNK,UNK
男,S-Gdr,S,n,田,nán
",",O,S,x,UNK,UNK
num,B-Bir,B,m,UNK,UNK
num,I-Bir,M,m,UNK,UNK
num,I-Bir,M,m,UNK,UNK
num,I-Bir,E,m,UNK,UNK
年,E-Bir,S,m,干,nián
出,O,B,v,凵,chū
生,O,E,v,生,shēng
",",O,S,x,UNK,UNK
本,B-Edu,B,r,木,běn
科,E-Edu,E,r,禾,kē
",",O,S,x,UNK,UNK
num,B-Time,B,m,UNK,UNK
num,I-Time,M,m,UNK,UNK
num,I-Time,M,m,UNK,UNK
num,I-Time,E,m,UNK,UNK
年,I-Time,S,m,干,nián
num,I-Time,B,m,UNK,UNK
num,I-Time,E,m,UNK,UNK
月,I-Time,S,m,月,yuè
起,E-Time,S,v,走,qǐ
先,O,B,t,儿,xiān
后,O,E,t,口,hòu
在,O,S,p,土,zài
num,B-Com,B,m,UNK,UNK
num,I-Com,M,m,UNK,UNK
num,I-Com,M,m,UNK,UNK
num,I-Com,M,m,UNK,UNK
num,I-Com,E,m,UNK,UNK
部,I-Com,B,n,阝,bù
队,I-Com,E,n,阝,duì
政,I-Com,B,n,攵,zhèng
治,I-Com,M,n,氵,zhì
部,E-Com,E,n,阝,bù
、,O,S,x,UNK,UNK
海,B-Com,B,n,氵,hǎi
军,I-Com,E,n,冖,jūn
司,I-Com,B,n,口,sī
令,I-Com,M,n,人,líng
部,I-Com,E,n,阝,bù
管,I-Com,B,n,竹,guǎn
理,I-Com,M,n,王,lǐ
局,E-Com,E,n,尸,jú
服,O,B,n,月,fú
役,O,E,n,彳,yì
;,O,S,x,UNK,UNK
深,B-Com,B,ns,氵,shēn
