word,label,bound,flag,radical,pinyin
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
蔡,B-Per,S,nr,艹,cài
方,I-Per,B,n,方,fāng
方,E-Per,E,n,方,fāng
女,B-Gdr,B,n,女,nǚ
士,E-Gdr,E,n,士,shì
",",O,S,x,UNK,UNK
非,O,S,h,非,fēi
执,O,B,v,扌,zhí
行,O,E,v,行,háng
董,O,B,n,艹,dǒng
事,O,E,n,亅,shì
候,O,B,n,亻,hòu
选,O,M,n,辶,xuǎn
人,O,E,n,人,rén
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
年,O,S,m,干,nián
出,O,B,v,凵,chū
生,O,E,v,生,shēng
",",O,S,x,UNK,UNK
获,O,B,v,艹,huò
得,O,E,v,彳,dé
澳,B-Sch,B,ns,氵,ào
大,I-Sch,M,ns,大,dà
利,I-Sch,M,ns,刂,lì
亚,I-Sch,E,ns,二,yà
新,I-Sch,B,ns,斤,xīn
南,I-Sch,M,ns,十,nán
威,I-Sch,M,ns,女,wēi
尔,I-Sch,M,ns,小,ěr
士,I-Sch,E,ns,士,shì
大,I-Sch,B,n,大,dà
学,E-Sch,E,n,子,xué
会,B-Maj,B,n,人,huì
计,I-Maj,M,n,讠,jì
学,E-Maj,E,n,子,xué
商,O,B,n,口,shāng
业,O,E,n,一,yè
硕,O,B,n,石,shuò
士,O,M,n,士,shì
学,O,M,n,子,xué
位,O,E,n,亻,wèi
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
年,O,S,m,干,nián
num,O,S,m,UNK,UNK
月,O,S,m,月,yuè
至,O,B,d,至,zhì
今,O,E,d,人,jīn
