word,label,bound,flag,radical,pinyin
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
吉,B-Per,S,nr,口,jí
江,I-Per,B,nz,氵,jiāng
华,E-Per,E,nz,十,huá
",",O,S,x,UNK,UNK
男,S-Gdr,S,n,田,nán
",",O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
年,O,S,m,干,nián
出,O,B,v,凵,chū
生,O,E,v,生,shēng
",",O,S,x,UNK,UNK
中,O,B,ns,丨,zhōng
国,O,E,ns,囗,guó
国,O,B,n,囗,guó
籍,O,E,n,竹,jí
",",O,S,x,UNK,UNK
无,O,S,v,一,wú
境,O,B,s,土,jìng
外,O,E,s,夕,wài
居,O,B,nr,尸,jū
留,O,M,nr,田,liú
权,O,E,nr,木,quán
",",O,S,x,UNK,UNK
经,B-Maj,B,n,纟,jīng
济,I-Maj,M,n,氵,jì
学,E-Maj,E,n,子,xué
硕,O,B,n,石,shuò
士,O,E,n,士,shì
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
其,O,B,c,八,qí
于,O,E,c,二,yú
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
年,O,S,m,干,nián
num,O,S,m,UNK,UNK
月,O,S,m,月,yuè
加,O,B,v,力,jiā
入,O,E,v,入,rù
公,O,B,n,八,gōng
司,O,E,n,口,sī
",",O,S,x,UNK,UNK
现,O,B,n,见,xiàn
任,O,E,n,亻,rèn
公,O,B,n,八,gōng
司,O,E,n,口,sī
董,O,B,n,艹,dǒng
事,O,M,n,亅,shì
会,O,E,n,人,huì
办,O,B,n,力,bàn
公,O,M,n,八,gōng
室,O,E,n,宀,shì
副,O,B,n,刂,fù
总,O,M,n,心,zǒng
经,O,M,n,纟,jīng
理,O,E,n,王,lǐ
;,O,S,x,UNK,UNK
在,O,S,p,土,zài
加,O,B,v,力,jiā
入,O,E,v,入,rù
公,O,B,n,八,gōng
司,O,E,n,口,sī
前,O,S,f,刂,qián
",",O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
年,O,S,m,干,nián
num,O,S,m,UNK,UNK
月,O,S,m,月,yuè
至,O,S,p,至,zhì
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
年,O,S,m,干,nián
num,O,S,m,UNK,UNK
月,O,S,m,月,yuè
在,O,S,p,土,zài
上,B-Com,B,ns,一,shàng
海,I-Com,E,ns,氵,hǎi
金,I-Com,B,nz,金,jīn
信,I-Com,E,nz,亻,xìn
证,I-Com,B,n,讠,zhèng
券,I-Com,E,n,刀,quàn
研,I-Com,B,n,石,yán
究,I-Com,M,n,穴,jiū
所,I-Com,E,n,户,suǒ
有,I-Com,B,l,月,yǒu
限,I-Com,M,l,阝,xiàn
责,I-Com,M,l,贝,zé
任,I-Com,E,l,亻,rèn
公,I-Com,B,n,八,gōng
司,E-Com,E,n,口,sī
担,O,B,v,扌,dān
任,O,E,v,亻,rèn
研,O,B,n,石,yán
究,O,M,n,穴,jiū
员,O,E,n,口,yuán
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
\,O,S,x,UNK,UNK
r,O,S,x,UNK,UNK
\,O,S,x,UNK,UNK
n,O,S,x,UNK,UNK
LB,O,S,x,UNK,UNK
