word,label,bound,flag,radical,pinyin
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
许,B-Per,S,m,讠,xǔ
汉,I-Per,B,nz,氵,hàn
明,E-Per,E,nz,日,míng
:,O,S,x,UNK,UNK
男,S-Gdr,S,n,田,nán
",",O,S,x,UNK,UNK
num,B-Bir,B,m,UNK,UNK
num,I-Bir,M,m,UNK,UNK
num,I-Bir,M,m,UNK,UNK
num,I-Bir,E,m,UNK,UNK
年,E-Bir,S,m,干,nián
出,O,B,v,凵,chū
生,O,E,v,生,shēng
",",O,S,x,UNK,UNK
中,O,B,ns,丨,zhōng
国,O,E,ns,囗,guó
国,O,B,n,囗,guó
籍,O,E,n,竹,jí
",",O,S,x,UNK,UNK
民,B-Maj,B,n,乛,mín
商,I-Maj,M,n,口,shāng
法,E-Maj,E,n,氵,fǎ
硕,B-Edu,B,n,石,shuò
士,E-Edu,M,n,士,shì
学,O,M,n,子,xué
位,O,E,n,亻,wèi
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
曾,O,S,d,曰,zēng
任,O,S,v,亻,rèn
北,B-Com,B,nt,匕,běi
京,I-Com,M,nt,亠,jīng
市,I-Com,M,nt,巾,shì
人,I-Com,M,nt,人,rén
大,I-Com,M,nt,大,dà
常,I-Com,M,nt,巾,cháng
委,I-Com,M,nt,女,wěi
会,E-Com,E,nt,人,huì
主,B-Job,B,n,丶,zhǔ
任,I-Job,M,n,亻,rèn
科,I-Job,M,n,禾,kē
员,E-Job,E,n,口,yuán
、,O,S,x,UNK,UNK
北,B-Com,B,ns,匕,běi
京,I-Com,M,ns,亠,jīng
市,I-Com,E,ns,巾,shì
地,I-Com,B,n,土,dì
方,I-Com,M,n,方,fāng
志,I-Com,E,n,心,zhì
编,I-Com,B,v,纟,biān
纂,I-Com,E,v,糸,zuǎn
委,I-Com,B,n,女,wěi
员,I-Com,M,n,口,yuán
会,I-Com,E,n,人,huì
办,I-Com,B,n,力,bàn
公,I-Com,M,n,八,gōng
室,E-Com,E,n,宀,shì
副,B-Job,B,n,刂,fù
处,I-Job,M,n,夂,chǔ
长,E-Job,E,n,长,cháng
、,O,S,x,UNK,UNK
中,B-Com,B,ns,丨,zhōng
关,I-Com,M,ns,丷,guān
村,I-Com,M,ns,木,cūn
科,I-Com,M,ns,禾,kē
技,I-Com,M,ns,扌,jì
园,I-Com,M,ns,囗,yuán
区,I-Com,E,ns,匚,qū
管,I-Com,B,vn,竹,guǎn
理,I-Com,E,vn,王,lǐ
委,I-Com,B,n,女,wěi
员,I-Com,M,n,口,yuán
会,I-Com,E,n,人,huì
宣,I-Com,B,vn,宀,xuān
传,I-Com,E,vn,亻,chuán
处,E-Com,B,v,夂,chǔ
处,B-Job,M,v,夂,chǔ
长,E-Job,E,v,长,cháng
并,O,S,c,干,bìng
兼,B-Job,B,v,丷,jiān
任,I-Job,E,v,亻,rèn
研,I-Job,B,n,石,yán
究,I-Job,M,n,穴,jiū
室,I-Job,E,n,宀,shì
负,I-Job,B,n,贝,fù
责,I-Job,M,n,贝,zé
人,E-Job,E,n,人,rén
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
现,O,B,n,见,xiàn
任,O,E,n,亻,rèn
公,B-Zhi,B,n,八,gōng
司,I-Zhi,E,n,口,sī
董,I-Zhi,B,n,艹,dǒng
事,E-Zhi,E,n,亅,shì
、,O,S,x,UNK,UNK
北,B-Com,B,ns,匕,běi
京,I-Com,E,ns,亠,jīng
三,I-Com,B,ns,一,sān
峡,I-Com,E,ns,山,xiá
鑫,I-Com,B,nz,金,xīn
泰,I-Com,E,nz,水,tài
投,I-Com,B,vn,扌,tóu
资,I-Com,E,vn,贝,zī
基,I-Com,B,n,土,jī
金,I-Com,E,n,金,jīn
管,I-Com,B,vn,竹,guǎn
理,I-Com,E,vn,王,lǐ
有,I-Com,B,n,月,yǒu
限,I-Com,M,n,阝,xiàn
公,I-Com,M,n,八,gōng
司,E-Com,E,n,口,sī
任,O,S,r,亻,rèn
董,B-Zhi,B,n,艹,dǒng
事,I-Zhi,E,n,亅,shì
兼,I-Zhi,S,v,丷,jiān
总,I-Zhi,B,n,心,zǒng
经,I-Zhi,M,n,纟,jīng
理,E-Zhi,E,n,王,lǐ
。,O,S,x,UNK,UNK
LB,O,S,x,UNK,UNK
