word,label,bound,flag,radical,pinyin
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
郜,B-Per,B,nr,阝,gào
永,I-Per,M,nr,水,yǒng
军,E-Per,E,nr,冖,jūn
:,O,S,x,UNK,UNK
男,S-Gdr,S,n,田,nán
",",O,S,x,UNK,UNK
num,B-Bir,B,m,UNK,UNK
num,I-Bir,M,m,UNK,UNK
num,I-Bir,M,m,UNK,UNK
num,I-Bir,E,m,UNK,UNK
年,E-Bir,S,m,干,nián
出,O,B,v,凵,chū
生,O,E,v,生,shēng
",",O,S,x,UNK,UNK
中,O,B,ns,丨,zhōng
国,O,E,ns,囗,guó
国,O,B,n,囗,guó
籍,O,E,n,竹,jí
",",O,S,x,UNK,UNK
法,B-Maj,B,nr,氵,fǎ
学,E-Maj,M,nr,子,xué
硕,B-Edu,M,nr,石,shuò
士,E-Edu,E,nr,士,shì
",",O,S,x,UNK,UNK
律,B-Job,B,n,彳,lǜ
师,E-Job,E,n,巾,shī
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
曾,O,S,d,曰,zēng
任,O,S,v,亻,rèn
呼,B-Com,B,ns,口,hū
和,I-Com,M,ns,口,hé
浩,I-Com,M,ns,氵,hào
特,I-Com,E,ns,牜,tè
钢,I-Com,B,n,钅,gāng
铁,I-Com,M,n,钅,tiě
厂,E-Com,E,n,厂,chǎng
企,B-Job,B,n,人,qǐ
业,I-Job,E,n,一,yè
法,I-Job,B,nr,氵,fǎ
律,I-Job,M,nr,彳,lǜ
顾,I-Job,M,nr,页,gù
问,E-Job,E,nr,门,wèn
",",O,S,x,UNK,UNK
经,B-Com,B,n,纟,jīng
世,I-Com,E,n,一,shì
律,I-Com,B,n,彳,lǜ
师,I-Com,E,n,巾,shī
事,I-Com,B,n,亅,shì
务,I-Com,M,n,力,wù
所,E-Com,E,n,户,suǒ
、,O,S,x,UNK,UNK
北,B-Com,B,ns,匕,běi
京,I-Com,E,ns,亠,jīng
国,I-Com,B,nr,囗,guó
枫,I-Com,E,nr,木,fēng
律,I-Com,B,n,彳,lǜ
师,I-Com,E,n,巾,shī
事,I-Com,B,n,亅,shì
务,I-Com,M,n,力,wù
所,E-Com,E,n,户,suǒ
、,O,S,x,UNK,UNK
北,B-Com,B,ns,匕,běi
京,I-Com,E,ns,亠,jīng
金,I-Com,B,nr,金,jīn
励,I-Com,E,nr,力,lì
律,I-Com,B,n,彳,lǜ
师,I-Com,E,n,巾,shī
事,I-Com,B,n,亅,shì
务,I-Com,M,n,力,wù
所,E-Com,M,n,户,suǒ
律,B-Job,M,n,彳,lǜ
师,E-Job,E,n,巾,shī
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
现,O,B,n,见,xiàn
任,O,E,n,亻,rèn
本,B-Zhi,S,r,木,běn
公,I-Zhi,B,n,八,gōng
司,I-Zhi,E,n,口,sī
独,I-Zhi,B,v,犭,dú
立,I-Zhi,E,v,立,lì
董,I-Zhi,B,n,艹,dǒng
事,E-Zhi,E,n,亅,shì
、,O,S,x,UNK,UNK
北,B-Com,B,ns,匕,běi
京,I-Com,M,ns,亠,jīng
市,I-Com,E,ns,巾,shì
高,I-Com,B,n,高,gāo
界,I-Com,E,n,田,jiè
律,I-Com,B,n,彳,lǜ
师,I-Com,E,n,巾,shī
事,I-Com,B,n,亅,shì
务,I-Com,M,n,力,wù
所,E-Com,E,n,户,suǒ
合,B-Zhi,B,n,口,hé
伙,I-Zhi,M,n,亻,huǒ
人,I-Zhi,E,n,人,rén
律,I-Zhi,B,n,彳,lǜ
师,E-Zhi,E,n,巾,shī
。,O,S,x,UNK,UNK
LB,O,S,x,UNK,UNK
