word,label,bound,flag,radical,pinyin
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
张,B-Per,B,nr,弓,zhāng
元,I-Per,M,nr,二,yuán
良,E-Per,E,nr,艮,liáng
先,B-Gdr,B,n,儿,xiān
生,E-Gdr,E,n,生,shēng
简,O,B,v,竹,jiǎn
历,O,E,v,厂,lì
\,O,S,x,UNK,UNK
r,O,S,x,UNK,UNK
\,O,S,x,UNK,UNK
n,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
年,O,S,m,干,nián
出,O,B,v,凵,chū
生,O,E,v,生,shēng
，,O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
年,O,S,m,干,nián
毕,O,B,n,比,bì
业,O,E,n,一,yè
于,O,S,p,二,yú
沈,B-Sch,B,ns,氵,shěn
阳,I-Sch,E,ns,阝,yáng
工,I-Sch,B,n,工,gōng
业,I-Sch,E,n,一,yè
大,I-Sch,B,n,大,dà
学,E-Sch,E,n,子,xué
计,B-Maj,B,n,讠,jì
算,I-Maj,M,n,竹,suàn
机,I-Maj,E,n,木,jī
应,I-Maj,B,v,广,yīng
用,I-Maj,E,v,用,yòng
专,I-Maj,B,n,一,zhuān
业,E-Maj,E,n,一,yè
，,O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
年,O,S,m,干,nián
获,O,B,v,艹,huò
得,O,E,v,彳,dé
哈,B-Sch,B,nt,口,hā
尔,I-Sch,M,nt,小,ěr
