word,label,bound,flag,radical,pinyin
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
郑,B-Per,B,ns,阝,zhèng
列,I-Per,M,ns,刂,liè
列,E-Per,E,ns,刂,liè
",",O,S,x,UNK,UNK
男,S-Gdr,S,n,田,nán
",",O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
年,O,S,m,干,nián
出,O,B,v,凵,chū
生,O,E,v,生,shēng
",",O,S,x,UNK,UNK
博,O,B,n,十,bó
士,O,E,n,士,shì
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
-,O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
年,O,S,m,干,nián
在,O,S,p,土,zài
威,B-Com,B,nz,女,wēi
斯,I-Com,M,nz,斤,sī
康,I-Com,M,nz,广,kāng
星,I-Com,E,nz,日,xīng
·,I-Com,S,x,UNK,UNK
M,I-Com,B,eng,UNK,UNK
A,I-Com,M,eng,UNK,UNK
D,I-Com,M,eng,UNK,UNK
I,I-Com,M,eng,UNK,UNK
S,I-Com,M,eng,UNK,UNK
O,I-Com,M,eng,UNK,UNK
N,I-Com,E,eng,UNK,UNK
大,I-Com,B,n,大,dà
学,E-Com,E,n,子,xué
任,O,S,r,亻,rèn
客,O,B,n,宀,kè
座,O,M,n,广,zuò
教,O,M,n,攵,jiào
授,O,E,n,扌,shòu
;,O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
-,O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
