word,label,bound,flag,radical,pinyin
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
吴,B-Per,B,nr,口,wú
涤,I-Per,M,nr,氵,dí
非,E-Per,E,nr,非,fēi
先,B-Gdr,B,n,儿,xiān
生,E-Gdr,E,n,生,shēng
",",O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
年,O,S,m,干,nián
num,O,S,m,UNK,UNK
月,O,S,m,月,yuè
出,O,B,v,凵,chū
生,O,E,v,生,shēng
",",O,S,x,UNK,UNK
本,O,B,r,木,běn
科,O,E,r,禾,kē
",",O,S,x,UNK,UNK
毕,O,B,n,比,bì
业,O,E,n,一,yè
于,O,S,p,二,yú
江,B-Sch,B,nt,氵,jiāng
西,I-Sch,M,nt,覀,xī
财,I-Sch,M,nt,贝,cái
经,I-Sch,M,nt,纟,jīng
大,I-Sch,M,nt,大,dà
学,E-Sch,E,nt,子,xué
工,B-Maj,B,n,工,gōng
业,I-Maj,E,n,一,yè
经,I-Maj,B,n,纟,jīng
济,I-Maj,E,n,氵,jì
专,I-Maj,B,n,一,zhuān
业,E-Maj,E,n,一,yè
",",O,S,x,UNK,UNK
中,O,B,ns,丨,zhōng
国,O,E,ns,囗,guó
注,O,B,v,氵,zhù
册,O,E,v,丿,cè
会,O,B,n,人,huì
计,O,M,n,讠,jì
师,O,E,n,巾,shī
、,O,S,x,UNK,UNK
中,O,B,ns,丨,zhōng
国,O,E,ns,囗,guó
注,O,B,v,氵,zhù
册,O,E,v,丿,cè
资,O,B,n,贝,zī
产,O,E,n,亠,chǎn
评,O,B,n,讠,píng
估,O,M,n,亻,gū
师,O,E,n,巾,shī
、,O,S,x,UNK,UNK
会,O,B,n,人,huì
计,O,M,n,讠,jì
师,O,E,n,巾,shī
、,O,S,x,UNK,UNK
经,O,B,n,纟,jīng
