word,label,bound,flag,radical,pinyin
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
杨,B-Per,B,nr,木,yáng
晓,I-Per,M,nr,日,xiǎo
东,E-Per,E,nr,一,dōng
",",O,S,x,UNK,UNK
男,S-Gdr,S,n,田,nán
",",O,S,x,UNK,UNK
汉,B-Nat,B,nz,氵,hàn
族,E-Nat,E,nz,方,zú
",",O,S,x,UNK,UNK
num,B-Bir,B,m,UNK,UNK
num,I-Bir,M,m,UNK,UNK
num,I-Bir,M,m,UNK,UNK
num,I-Bir,E,m,UNK,UNK
年,I-Bir,S,m,干,nián
num,I-Bir,S,m,UNK,UNK
月,E-Bir,S,m,月,yuè
出,O,B,v,凵,chū
生,O,E,v,生,shēng
",",O,S,x,UNK,UNK
山,O,B,ns,山,shān
西,O,E,ns,覀,xī
运,O,B,n,辶,yùn
城,O,E,n,土,chéng
人,O,S,n,人,rén
",",O,S,x,UNK,UNK
num,B-Time,B,m,UNK,UNK
num,I-Time,M,m,UNK,UNK
num,I-Time,M,m,UNK,UNK
num,I-Time,E,m,UNK,UNK
年,I-Time,S,m,干,nián
num,I-Time,S,m,UNK,UNK
月,E-Time,S,m,月,yuè
参,O,B,v,厶,cān
加,O,E,v,力,jiā
工,O,B,vn,工,gōng
作,O,E,vn,亻,zuò
",",O,S,x,UNK,UNK
num,B-Time,B,m,UNK,UNK
num,I-Time,M,m,UNK,UNK
num,I-Time,M,m,UNK,UNK
num,I-Time,E,m,UNK,UNK
年,I-Time,S,m,干,nián
num,I-Time,B,m,UNK,UNK
num,I-Time,E,m,UNK,UNK
月,E-Time,S,m,月,yuè
加,B-Uni,B,v,力,jiā
入,I-Uni,E,v,入,rù
中,I-Uni,B,nt,丨,zhōng
国,I-Uni,M,nt,囗,guó
共,I-Uni,M,nt,八,gòng
产,I-Uni,M,nt,亠,chǎn
党,E-Uni,E,nt,儿,dǎng
