word,label,bound,flag,radical,pinyin
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
李,B-Per,B,nr,木,lǐ
义,I-Per,M,nr,丶,yì
明,E-Per,E,nr,日,míng
:,O,S,x,UNK,UNK
男,S-Gdr,S,n,田,nán
",",O,S,x,UNK,UNK
num,B-Bir,B,m,UNK,UNK
num,I-Bir,M,m,UNK,UNK
num,I-Bir,M,m,UNK,UNK
num,I-Bir,E,m,UNK,UNK
年,E-Bir,S,m,干,nián
出,O,B,v,凵,chū
生,O,E,v,生,shēng
",",O,S,x,UNK,UNK
中,O,B,ns,丨,zhōng
国,O,E,ns,囗,guó
国,O,B,n,囗,guó
籍,O,E,n,竹,jí
",",O,S,x,UNK,UNK
硕,B-Edu,B,n,石,shuò
士,E-Edu,E,n,士,shì
研,B-Edu,B,n,石,yán
究,I-Edu,M,n,穴,jiū
生,E-Edu,E,n,生,shēng
学,O,B,n,子,xué
历,O,E,n,厂,lì
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
曾,O,S,d,曰,zēng
任,O,S,v,亻,rèn
北,B-Com,B,ns,匕,běi
京,I-Com,E,ns,亠,jīng
交,I-Com,B,n,亠,jiāo
通,I-Com,E,n,辶,tōng
大,I-Com,B,n,大,dà
学,E-Com,E,n,子,xué
经,B-Job,B,n,纟,jīng
济,I-Job,E,n,氵,jì
管,I-Job,B,vn,竹,guǎn
理,I-Job,E,vn,王,lǐ
学,I-Job,B,n,子,xué
院,I-Job,E,n,阝,yuàn
教,I-Job,B,n,攵,jiào
师,E-Job,E,n,巾,shī
、,O,S,x,UNK,UNK
学,B-Job,B,n,子,xué
校,I-Job,E,n,木,xiào
办,I-Job,B,n,力,bàn
公,I-Job,M,n,八,gōng
室,I-Job,E,n,宀,shì
副,I-Job,S,b,刂,fù
主,I-Job,B,b,丶,zhǔ
任,E-Job,E,b,亻,rèn
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
现,O,B,n,见,xiàn
任,O,E,n,亻,rèn
公,O,B,n,八,gōng
司,O,E,n,口,sī
副,B-Zhi,B,n,刂,fù
总,I-Zhi,M,n,心,zǒng
经,I-Zhi,M,n,纟,jīng
理,E-Zhi,E,n,王,lǐ
",",O,S,x,UNK,UNK
并,O,S,c,干,bìng
在,B-Zhi,S,p,土,zài
子,I-Zhi,B,n,子,zǐ
公,I-Zhi,M,n,八,gōng
司,I-Zhi,E,n,口,sī
任,I-Zhi,S,r,亻,rèn
董,I-Zhi,B,n,艹,dǒng
事,E-Zhi,E,n,亅,shì
等,O,S,u,竹,děng
职,O,B,n,耳,zhí
务,O,E,n,力,wù
。,O,S,x,UNK,UNK
LB,O,S,x,UNK,UNK
