word,label,bound,flag,radical,pinyin
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
钟,B-Per,B,nr,钅,zhōng
岩,E-Per,E,nr,山,yán
:,O,S,x,UNK,UNK
男,S-Gdr,S,n,田,nán
",",O,S,x,UNK,UNK
num,B-Bir,B,m,UNK,UNK
num,I-Bir,M,m,UNK,UNK
num,I-Bir,M,m,UNK,UNK
num,I-Bir,E,m,UNK,UNK
年,E-Bir,S,m,干,nián
出,O,B,v,凵,chū
生,O,E,v,生,shēng
",",O,S,x,UNK,UNK
中,O,B,ns,丨,zhōng
国,O,E,ns,囗,guó
国,O,B,n,囗,guó
籍,O,E,n,竹,jí
",",O,S,x,UNK,UNK
西,B-Sch,B,ns,覀,xī
南,I-Sch,E,ns,十,nán
交,I-Sch,B,n,亠,jiāo
通,I-Sch,E,n,辶,tōng
大,I-Sch,B,n,大,dà
学,E-Sch,E,n,子,xué
机,B-Maj,B,n,木,jī
车,I-Maj,E,n,车,chē
运,I-Maj,B,vn,辶,yùn
用,I-Maj,E,vn,用,yòng
专,I-Maj,B,n,一,zhuān
业,E-Maj,M,n,一,yè
本,B-Edu,M,n,木,běn
科,E-Edu,E,n,禾,kē
、,O,S,x,UNK,UNK
铁,B-Maj,B,n,钅,tiě
道,I-Maj,E,n,辶,dào
运,I-Maj,B,vn,辶,yùn
输,I-Maj,E,vn,车,shū
专,I-Maj,B,n,一,zhuān
业,E-Maj,E,n,一,yè
工,B-Edu,B,nr,工,gōng
程,I-Edu,M,nr,禾,chéng
硕,I-Edu,M,nr,石,shuò
士,E-Edu,E,nr,士,shì
",",O,S,x,UNK,UNK
高,B-Hon,B,b,高,gāo
级,I-Hon,E,b,纟,jí
工,I-Hon,B,n,工,gōng
程,I-Hon,M,n,禾,chéng
师,E-Hon,E,n,巾,shī
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
曾,O,S,d,曰,zēng
任,O,S,v,亻,rèn
沈,B-Com,B,nt,氵,shěn
阳,I-Com,M,nt,阝,yáng
铁,I-Com,M,nt,钅,tiě
路,I-Com,M,nt,足,lù
局,I-Com,E,nt,尸,jú
沈,I-Com,B,ns,氵,shěn
阳,I-Com,E,ns,阝,yáng
机,I-Com,B,n,木,jī
务,I-Com,M,n,力,wù
段,E-Com,E,n,殳,duàn
段,B-Job,B,n,殳,duàn
长,E-Job,E,n,长,cháng
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
现,B-Zhi,B,n,见,xiàn
任,I-Zhi,E,n,亻,rèn
公,I-Zhi,B,n,八,gōng
司,I-Zhi,E,n,口,sī
董,I-Zhi,B,n,艹,dǒng
事,I-Zhi,E,n,亅,shì
兼,I-Zhi,S,v,丷,jiān
总,I-Zhi,B,n,心,zǒng
经,I-Zhi,M,n,纟,jīng
理,E-Zhi,E,n,王,lǐ
",",O,S,x,UNK,UNK
并,O,S,c,干,bìng
在,O,S,p,土,zài
子,B-Zhi,B,n,子,zǐ
公,I-Zhi,M,n,八,gōng
司,I-Zhi,E,n,口,sī
任,I-Zhi,S,r,亻,rèn
董,I-Zhi,B,n,艹,dǒng
事,E-Zhi,E,n,亅,shì
等,O,S,u,竹,děng
职,O,B,n,耳,zhí
务,O,E,n,力,wù
。,O,S,x,UNK,UNK
LB,O,S,x,UNK,UNK
