word,label,bound,flag,radical,pinyin
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
艾,B-Per,B,nr,艹,ài
春,I-Per,M,nr,日,chūn
荣,E-Per,E,nr,艹,róng
先,B-Gdr,B,n,儿,xiān
生,E-Gdr,E,n,生,shēng
",",O,S,x,UNK,UNK
独,B-Zhi,B,v,犭,dú
立,I-Zhi,E,v,立,lì
董,I-Zhi,B,n,艹,dǒng
事,I-Zhi,E,n,亅,shì
候,I-Zhi,B,n,亻,hòu
选,I-Zhi,M,n,辶,xuǎn
人,E-Zhi,E,n,人,rén
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
num,B-Bir,B,m,UNK,UNK
num,I-Bir,M,m,UNK,UNK
num,I-Bir,M,m,UNK,UNK
num,I-Bir,E,m,UNK,UNK
年,I-Bir,S,m,干,nián
num,I-Bir,S,m,UNK,UNK
月,E-Bir,S,m,月,yuè
出,O,B,v,凵,chū
生,O,E,v,生,shēng
",",O,S,x,UNK,UNK
美,B-Sch,B,nt,八,měi
国,I-Sch,M,nt,囗,guó
麻,I-Sch,M,nt,麻,má
省,I-Sch,M,nt,目,shěng
理,I-Sch,M,nt,王,lǐ
工,I-Sch,M,nt,工,gōng
学,I-Sch,M,nt,子,xué
院,E-Sch,E,nt,阝,yuàn
经,B-Maj,B,n,纟,jīng
济,I-Maj,M,n,氵,jì
学,E-Maj,E,n,子,xué
博,B-Edu,B,n,十,bó
士,E-Edu,M,n,士,shì
学,O,M,n,子,xué
位,O,E,n,亻,wèi
",",O,S,x,UNK,UNK
师,O,B,n,巾,shī
从,O,E,n,人,cóng
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
年,O,S,m,干,nián
诺,O,B,nz,讠,nuò
贝,O,M,nz,贝,bèi
尔,O,M,nz,小,ěr
经,O,M,nz,纟,jīng
