word,label,bound,flag,radical,pinyin
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
丁,B-Per,S,nr,一,dīng
_,E-Per,S,x,UNK,UNK
",",O,S,x,UNK,UNK
女,S-Gdr,S,b,女,nǚ
",",O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
年,O,S,m,干,nián
",",O,S,x,UNK,UNK
大,O,B,n,大,dà
学,O,E,n,子,xué
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
-,O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
年,O,S,m,干,nián
在,O,S,p,土,zài
武,B-Com,B,ns,止,wǔ
汉,I-Com,E,ns,氵,hàn
空,I-Com,B,n,穴,kōng
军,I-Com,E,n,冖,jūn
司,I-Com,B,n,口,sī
令,I-Com,M,n,人,líng
部,E-Com,E,n,阝,bù
任,O,S,r,亻,rèn
翻,O,B,v,羽,fān
译,O,E,v,讠,yì
;,O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
-,O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
年,O,S,m,干,nián
在,O,S,p,土,zài
福,B-Com,B,ns,礻,fú
建,I-Com,M,ns,廴,jiàn
省,I-Com,E,ns,目,shěng
外,I-Com,B,n,夕,wài
贸,I-Com,E,n,贝,mào
总,I-Com,B,n,心,zǒng
公,I-Com,M,n,八,gōng
司,E-Com,E,n,口,sī
