word,label,bound,flag,radical,pinyin
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
法,B-Per,B,ns,氵,fǎ
兰,I-Per,M,ns,丷,lán
克,I-Per,E,ns,十,kè
纽,I-Per,B,ns,纟,niǔ
曼,I-Per,E,ns,曰,màn
（,I-Per,S,x,UNK,UNK
F,I-Per,B,eng,UNK,UNK
r,I-Per,M,eng,UNK,UNK
a,I-Per,M,eng,UNK,UNK
n,I-Per,M,eng,UNK,UNK
k,I-Per,M,eng,UNK,UNK
N,I-Per,E,eng,UNK,UNK
.,I-Per,S,m,UNK,UNK
N,I-Per,B,eng,UNK,UNK
e,I-Per,M,eng,UNK,UNK
w,I-Per,M,eng,UNK,UNK
m,I-Per,M,eng,UNK,UNK
a,I-Per,M,eng,UNK,UNK
n,I-Per,E,eng,UNK,UNK
）,E-Per,S,x,UNK,UNK
先,B-Gdr,B,n,儿,xiān
生,E-Gdr,E,n,生,shēng
，,O,S,x,UNK,UNK
执,O,B,v,扌,zhí
行,O,E,v,行,háng
董,O,B,n,艹,dǒng
事,O,E,n,亅,shì
候,O,B,n,亻,hòu
选,O,M,n,辶,xuǎn
人,O,E,n,人,rén
，,O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
年,O,S,m,干,nián
出,O,B,v,凵,chū
生,O,E,v,生,shēng
，,O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
年,O,S,m,干,nián
以,O,S,f,人,yǐ
优,O,B,l,亻,yōu
异,O,M,l,廾,yì
成,O,M,l,戈,chéng
绩,O,E,l,纟,jì
毕,O,B,n,比,bì
业,O,E,n,一,yè
于,O,S,p,二,yú
哈,B-Sch,B,nt,口,hā
佛,I-Sch,M,nt,亻,fó
