word,label,bound,flag,radical,pinyin
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
周,B-Per,S,nr,口,zhōu
清,I-Per,B,n,氵,qīng
平,E-Per,E,n,干,píng
先,B-Gdr,B,n,儿,xiān
生,E-Gdr,E,n,生,shēng
",",O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
年,O,S,m,干,nián
出,O,B,v,凵,chū
生,O,E,v,生,shēng
",",O,S,x,UNK,UNK
现,O,B,n,见,xiàn
任,O,E,n,亻,rèn
公,O,B,n,八,gōng
司,O,E,n,口,sī
职,O,B,n,耳,zhí
工,O,M,n,工,gōng
代,O,M,n,亻,dài
表,O,E,n,衣,biǎo
监,O,B,n,皿,jiān
事,O,E,n,亅,shì
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
年,O,S,m,干,nián
毕,O,B,n,比,bì
业,O,E,n,一,yè
于,O,S,p,二,yú
湖,B-Sch,B,nt,氵,hú
南,I-Sch,M,nt,十,nán
大,I-Sch,M,nt,大,dà
学,E-Sch,E,nt,子,xué
(,O,S,x,UNK,UNK
原,O,S,n,厂,yuán
湖,B-Sch,B,ns,氵,hú
南,I-Sch,E,ns,十,nán
财,I-Sch,B,nt,贝,cái
经,I-Sch,M,nt,纟,jīng
学,I-Sch,M,nt,子,xué
院,E-Sch,E,nt,阝,yuàn
),O,S,x,UNK,UNK
会,B-Maj,B,n,人,huì
计,I-Maj,M,n,讠,jì
专,I-Maj,M,n,一,zhuān
业,E-Maj,E,n,一,yè
",",O,S,x,UNK,UNK
num,O,B,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,M,m,UNK,UNK
num,O,E,m,UNK,UNK
