word,label,bound,flag,radical,pinyin
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
SPACE,O,S,x,UNK,UNK
李,B-Per,B,nr,木,lǐ
亚,I-Per,M,nr,二,yà
萍,E-Per,E,nr,艹,píng
:,O,S,x,UNK,UNK
女,S-Gdr,S,b,女,nǚ
",",O,S,x,UNK,UNK
num,B-Bir,B,m,UNK,UNK
num,I-Bir,M,m,UNK,UNK
num,I-Bir,M,m,UNK,UNK
num,I-Bir,E,m,UNK,UNK
年,I-Bir,S,m,干,nián
num,I-Bir,B,m,UNK,UNK
num,I-Bir,E,m,UNK,UNK
月,I-Bir,S,m,月,yuè
num,I-Bir,B,m,UNK,UNK
num,I-Bir,E,m,UNK,UNK
日,E-Bir,S,m,日,rì
出,O,B,v,凵,chū
生,O,E,v,生,shēng
",",O,S,x,UNK,UNK
大,B-Edu,B,n,大,dà
专,E-Edu,E,n,一,zhuān
学,O,B,n,子,xué
历,O,E,n,厂,lì
。,O,S,x,UNK,UNK
sep,sep,sep,sep,sep,sep
num,B-Time,B,m,UNK,UNK
num,I-Time,M,m,UNK,UNK
num,I-Time,M,m,UNK,UNK
num,I-Time,E,m,UNK,UNK
年,E-Time,S,m,干,nián
进,O,B,v,辶,jìn
入,O,E,v,入,rù
公,O,B,n,八,gōng
司,O,E,n,口,sī
投,O,B,vn,扌,tóu
资,O,E,vn,贝,zī
的,O,S,uj,白,dí
房,B-Com,B,j,户,fáng
地,I-Com,M,j,土,dì
产,I-Com,E,j,亠,chǎn
公,I-Com,B,n,八,gōng
司,E-Com,E,n,口,sī
工,O,B,vn,工,gōng
作,O,E,vn,亻,zuò
",",O,S,x,UNK,UNK
历,O,B,n,厂,lì
任,O,E,n,亻,rèn
总,B-Job,B,n,心,zǒng
经,I-Job,M,n,纟,jīng
办,I-Job,E,n,力,bàn
文,I-Job,B,n,文,wén
员,I-Job,E,n,口,yuán
、,I-Job,S,x,UNK,UNK
行,I-Job,B,n,行,háng
政,I-Job,M,n,攵,zhèng
主,I-Job,M,n,丶,zhǔ
管,E-Job,E,n,竹,guǎn
等,O,S,u,竹,děng
职,O,S,ng,耳,zhí
;,O,S,x,UNK,UNK
num,B-Time,B,m,UNK,UNK
num,I-Time,M,m,UNK,UNK
num,I-Time,M,m,UNK,UNK
num,I-Time,E,m,UNK,UNK
年,E-Time,S,m,干,nián
调,O,B,v,讠,tiáo
入,O,E,v,入,rù
公,O,B,n,八,gōng
司,O,E,n,口,sī
投,O,B,vn,扌,tóu
资,O,E,vn,贝,zī
的,O,S,uj,白,dí
物,B-Com,B,n,牜,wù
业,I-Com,M,n,一,yè
公,I-Com,M,n,八,gōng
司,E-Com,E,n,口,sī
工,O,B,vn,工,gōng
作,O,E,vn,亻,zuò
",",O,S,x,UNK,UNK
历,O,B,n,厂,lì
任,O,E,n,亻,rèn
总,B-Job,B,n,心,zǒng
经,I-Job,M,n,纟,jīng
办,I-Job,E,n,力,bàn
主,I-Job,B,n,丶,zhǔ
管,I-Job,E,n,竹,guǎn
、,I-Job,S,x,UNK,UNK
管,I-Job,B,n,竹,guǎn
理,I-Job,M,n,王,lǐ
处,I-Job,E,n,夂,chǔ
管,I-Job,B,n,竹,guǎn
理,I-Job,M,n,王,lǐ
员,E-Job,E,n,口,yuán
等,O,S,u,竹,děng
职,O,S,ng,耳,zhí
;,O,S,x,UNK,UNK
num,B-Time,B,m,UNK,UNK
num,I-Time,M,m,UNK,UNK
num,I-Time,M,m,UNK,UNK
num,I-Time,E,m,UNK,UNK
年,E-Time,S,m,干,nián
调,O,B,v,讠,tiáo
入,O,E,v,入,rù
公,O,B,n,八,gōng
司,O,E,n,口,sī
人,O,B,n,人,rén
资,O,E,n,贝,zī
行,O,B,n,行,háng
政,O,M,n,攵,zhèng
部,O,E,n,阝,bù
",",O,S,x,UNK,UNK
现,O,B,n,见,xiàn
任,O,E,n,亻,rèn
人,B-Zhi,B,n,人,rén
资,I-Zhi,E,n,贝,zī
行,I-Zhi,B,n,行,háng
政,I-Zhi,M,n,攵,zhèng
部,I-Zhi,E,n,阝,bù
副,I-Zhi,B,n,刂,fù
总,I-Zhi,M,n,心,zǒng
经,I-Zhi,M,n,纟,jīng
理,E-Zhi,E,n,王,lǐ
职,O,B,n,耳,zhí
务,O,E,n,力,wù
。,O,S,x,UNK,UNK
LB,O,S,x,UNK,UNK
